Model,DPO2012,,,,,,
Firmware Version,1.39,,,,,,
,,,,,,,
Point Format,Y,,,,,,
Horizontal Units,S,,,,,,
Horizontal Scale,4,,,,,,
Sample Interval,0.00768049,,,,,,
Filter Frequency,14,,,,,,
Record Length,5200,,,,,,
Gating,0.0% to 100.0%,,0.0% to 100.0%,,,,
Probe Attenuation,1,,1,,,,
Vertical Units,V,,V,,,,
Vertical Offset,0,,0,,,,
Vertical Scale,0.1,,5,,,,
Label,,,,,,,
TIME,CH1,CH1 Peak Detect,CH2,CH2 Peak Detect,,,
-1.76E+01,-0.212,-0.224,-14.6,-15,,-1.76E+01,-0.212
-1.76E+01,-0.212,-0.204,-14.6,-14.4,,-1.76E+01,-0.212
-1.75E+01,-0.212,-0.224,-14.6,-14.8,,-1.75E+01,-0.212
-1.75E+01,-0.212,-0.204,-14.6,-14.4,,-1.75E+01,-0.212
-1.75E+01,-0.212,-0.224,-14.6,-15,,-1.75E+01,-0.212
-1.75E+01,-0.212,-0.208,-14.6,-14.4,,-1.75E+01,-0.212
-1.75E+01,-0.212,-0.224,-14.6,-15,,-1.75E+01,-0.212
-1.75E+01,-0.212,-0.208,-14.6,-14.4,,-1.75E+01,-0.212
-1.75E+01,-0.212,-0.22,-14.6,-15,,-1.75E+01,-0.212
-1.75E+01,-0.212,-0.208,-14.6,-14.4,,-1.75E+01,-0.212
-1.75E+01,-0.212,-0.224,-14.6,-15,,-1.75E+01,-0.212
-1.75E+01,-0.212,-0.208,-14.6,-14.4,,-1.75E+01,-0.212
-1.75E+01,-0.212,-0.22,-14.6,-15,,-1.75E+01,-0.212
-1.75E+01,-0.216,-0.208,-14.8,-14.4,,-1.75E+01,-0.216
-1.75E+01,-0.216,-0.224,-14.8,-15,,-1.75E+01,-0.216
-1.74E+01,-0.216,-0.208,-14.8,-14.4,,-1.74E+01,-0.216
-1.74E+01,-0.216,-0.224,-14.8,-15,,-1.74E+01,-0.216
-1.74E+01,-0.216,-0.204,-14.8,-14.4,,-1.74E+01,-0.216
-1.74E+01,-0.216,-0.228,-14.8,-15,,-1.74E+01,-0.216
-1.74E+01,-0.216,-0.204,-14.8,-14.4,,-1.74E+01,-0.216
-1.74E+01,-0.216,-0.224,-14.8,-15,,-1.74E+01,-0.216
-1.74E+01,-0.216,-0.204,-14.8,-14.4,,-1.74E+01,-0.216
-1.74E+01,-0.216,-0.228,-14.8,-15,,-1.74E+01,-0.216
-1.74E+01,-0.216,-0.204,-14.8,-14.4,,-1.74E+01,-0.216
-1.74E+01,-0.216,-0.224,-14.8,-15,,-1.74E+01,-0.216
-1.74E+01,-0.216,-0.208,-14.8,-14.6,,-1.74E+01,-0.216
-1.74E+01,-0.216,-0.224,-14.8,-15,,-1.74E+01,-0.216
-1.74E+01,-0.216,-0.208,-14.8,-14.4,,-1.74E+01,-0.216
-1.73E+01,-0.216,-0.224,-14.8,-15,,-1.73E+01,-0.216
-1.73E+01,-0.216,-0.208,-14.8,-14.6,,-1.73E+01,-0.216
-1.73E+01,-0.216,-0.224,-14.8,-15,,-1.73E+01,-0.216
-1.73E+01,-0.216,-0.208,-14.8,-14.6,,-1.73E+01,-0.216
-1.73E+01,-0.216,-0.224,-14.8,-15,,-1.73E+01,-0.216
-1.73E+01,-0.216,-0.208,-14.8,-14.6,,-1.73E+01,-0.216
-1.73E+01,-0.216,-0.224,-14.8,-15,,-1.73E+01,-0.216
-1.73E+01,-0.216,-0.208,-14.8,-14.6,,-1.73E+01,-0.216
-1.73E+01,-0.216,-0.224,-14.8,-15,,-1.73E+01,-0.216
-1.73E+01,-0.216,-0.208,-14.8,-14.6,,-1.73E+01,-0.216
-1.73E+01,-0.216,-0.228,-14.8,-15,,-1.73E+01,-0.216
-1.73E+01,-0.216,-0.204,-14.8,-14.6,,-1.73E+01,-0.216
-1.73E+01,-0.216,-0.232,-14.8,-15,,-1.73E+01,-0.216
-1.72E+01,-0.216,-0.208,-14.8,-14.6,,-1.72E+01,-0.216
-1.72E+01,-0.22,-0.224,-14.8,-15,,-1.72E+01,-0.22
-1.72E+01,-0.22,-0.208,-14.8,-14.6,,-1.72E+01,-0.22
-1.72E+01,-0.22,-0.228,-14.8,-15,,-1.72E+01,-0.22
-1.72E+01,-0.22,-0.212,-14.8,-14.6,,-1.72E+01,-0.22
-1.72E+01,-0.22,-0.228,-14.8,-15,,-1.72E+01,-0.22
-1.72E+01,-0.22,-0.212,-14.8,-14.6,,-1.72E+01,-0.22
-1.72E+01,-0.22,-0.228,-14.8,-15.2,,-1.72E+01,-0.22
-1.72E+01,-0.22,-0.212,-14.8,-14.6,,-1.72E+01,-0.22
-1.72E+01,-0.22,-0.228,-14.8,-15,,-1.72E+01,-0.22
-1.72E+01,-0.22,-0.212,-14.8,-14.6,,-1.72E+01,-0.22
-1.72E+01,-0.22,-0.228,-14.8,-15.2,,-1.72E+01,-0.22
-1.72E+01,-0.22,-0.212,-14.8,-14.6,,-1.72E+01,-0.22
-1.71E+01,-0.22,-0.228,-14.8,-15.2,,-1.71E+01,-0.22
-1.71E+01,-0.22,-0.212,-14.8,-14.6,,-1.71E+01,-0.22
-1.71E+01,-0.22,-0.228,-14.8,-15.2,,-1.71E+01,-0.22
-1.71E+01,-0.22,-0.212,-14.8,-14.6,,-1.71E+01,-0.22
-1.71E+01,-0.22,-0.232,-14.8,-15.2,,-1.71E+01,-0.22
-1.71E+01,-0.22,-0.208,-15,-14.6,,-1.71E+01,-0.22
-1.71E+01,-0.22,-0.232,-15,-15.2,,-1.71E+01,-0.22
-1.71E+01,-0.22,-0.212,-15,-14.6,,-1.71E+01,-0.22
-1.71E+01,-0.22,-0.232,-15,-15.2,,-1.71E+01,-0.22
-1.71E+01,-0.22,-0.212,-15,-14.6,,-1.71E+01,-0.22
-1.71E+01,-0.22,-0.232,-15,-15.2,,-1.71E+01,-0.22
-1.71E+01,-0.224,-0.212,-15,-14.6,,-1.71E+01,-0.224
-1.71E+01,-0.224,-0.232,-15,-15.2,,-1.71E+01,-0.224
-1.70E+01,-0.224,-0.216,-15,-14.6,,-1.70E+01,-0.224
-1.70E+01,-0.224,-0.232,-15,-15.2,,-1.70E+01,-0.224
-1.70E+01,-0.224,-0.216,-15,-14.6,,-1.70E+01,-0.224
-1.70E+01,-0.224,-0.232,-15,-15.2,,-1.70E+01,-0.224
-1.70E+01,-0.224,-0.216,-15,-14.6,,-1.70E+01,-0.224
-1.70E+01,-0.224,-0.232,-15,-15.2,,-1.70E+01,-0.224
-1.70E+01,-0.224,-0.216,-15,-14.6,,-1.70E+01,-0.224
-1.70E+01,-0.224,-0.232,-15,-15.2,,-1.70E+01,-0.224
-1.70E+01,-0.224,-0.216,-15,-14.8,,-1.70E+01,-0.224
-1.70E+01,-0.224,-0.232,-15,-15.2,,-1.70E+01,-0.224
-1.70E+01,-0.224,-0.216,-15,-14.8,,-1.70E+01,-0.224
-1.70E+01,-0.224,-0.232,-15,-15.2,,-1.70E+01,-0.224
-1.70E+01,-0.224,-0.216,-15,-14.8,,-1.70E+01,-0.224
-1.69E+01,-0.224,-0.232,-15,-15.2,,-1.69E+01,-0.224
-1.69E+01,-0.224,-0.212,-15,-14.8,,-1.69E+01,-0.224
-1.69E+01,-0.224,-0.24,-15,-15.2,,-1.69E+01,-0.224
-1.69E+01,-0.228,-0.216,-15,-14.8,,-1.69E+01,-0.228
-1.69E+01,-0.228,-0.236,-15,-15.2,,-1.69E+01,-0.228
-1.69E+01,-0.228,-0.216,-15,-14.8,,-1.69E+01,-0.228
-1.69E+01,-0.228,-0.236,-15,-15.2,,-1.69E+01,-0.228
-1.69E+01,-0.228,-0.22,-15,-14.8,,-1.69E+01,-0.228
-1.69E+01,-0.228,-0.236,-15,-15.2,,-1.69E+01,-0.228
-1.69E+01,-0.228,-0.22,-15,-14.8,,-1.69E+01,-0.228
-1.69E+01,-0.228,-0.236,-15,-15.2,,-1.69E+01,-0.228
-1.69E+01,-0.228,-0.22,-15,-14.8,,-1.69E+01,-0.228
-1.69E+01,-0.228,-0.236,-15,-15.2,,-1.69E+01,-0.228
-1.68E+01,-0.228,-0.22,-15,-14.8,,-1.68E+01,-0.228
-1.68E+01,-0.228,-0.236,-15,-15.2,,-1.68E+01,-0.228
-1.68E+01,-0.228,-0.22,-15,-14.8,,-1.68E+01,-0.228
-1.68E+01,-0.228,-0.24,-15,-15.2,,-1.68E+01,-0.228
-1.68E+01,-0.232,-0.22,-15,-14.8,,-1.68E+01,-0.232
-1.68E+01,-0.232,-0.24,-15,-15.4,,-1.68E+01,-0.232
-1.68E+01,-0.232,-0.22,-15,-14.8,,-1.68E+01,-0.232
-1.68E+01,-0.232,-0.24,-15,-15.4,,-1.68E+01,-0.232
-1.68E+01,-0.232,-0.22,-15,-14.8,,-1.68E+01,-0.232
-1.68E+01,-0.232,-0.244,-15,-15.4,,-1.68E+01,-0.232
-1.68E+01,-0.232,-0.224,-15,-14.8,,-1.68E+01,-0.232
-1.68E+01,-0.232,-0.244,-15,-15.4,,-1.68E+01,-0.232
-1.68E+01,-0.232,-0.224,-15,-14.8,,-1.68E+01,-0.232
-1.67E+01,-0.232,-0.244,-15,-15.4,,-1.67E+01,-0.232
-1.67E+01,-0.232,-0.224,-15,-14.8,,-1.67E+01,-0.232
-1.67E+01,-0.236,-0.244,-15,-15.4,,-1.67E+01,-0.236
-1.67E+01,-0.236,-0.228,-15.2,-14.8,,-1.67E+01,-0.236
-1.67E+01,-0.236,-0.244,-15.2,-15.4,,-1.67E+01,-0.236
-1.67E+01,-0.236,-0.228,-15.2,-14.8,,-1.67E+01,-0.236
-1.67E+01,-0.236,-0.244,-15.2,-15.4,,-1.67E+01,-0.236
-1.67E+01,-0.236,-0.228,-15.2,-14.8,,-1.67E+01,-0.236
-1.67E+01,-0.236,-0.244,-15.2,-15.4,,-1.67E+01,-0.236
-1.67E+01,-0.236,-0.228,-15.2,-14.8,,-1.67E+01,-0.236
-1.67E+01,-0.236,-0.248,-15.2,-15.4,,-1.67E+01,-0.236
-1.67E+01,-0.236,-0.232,-15.2,-14.8,,-1.67E+01,-0.236
-1.67E+01,-0.24,-0.248,-15.2,-15.4,,-1.67E+01,-0.24
-1.66E+01,-0.24,-0.232,-15.2,-14.8,,-1.66E+01,-0.24
-1.66E+01,-0.24,-0.252,-15.2,-15.4,,-1.66E+01,-0.24
-1.66E+01,-0.24,-0.228,-15.2,-15,,-1.66E+01,-0.24
-1.66E+01,-0.24,-0.256,-15.2,-15.4,,-1.66E+01,-0.24
-1.66E+01,-0.24,-0.228,-15.2,-15,,-1.66E+01,-0.24
-1.66E+01,-0.24,-0.256,-15.2,-15.4,,-1.66E+01,-0.24
-1.66E+01,-0.244,-0.236,-15.2,-15,,-1.66E+01,-0.244
-1.66E+01,-0.244,-0.252,-15.2,-15.4,,-1.66E+01,-0.244
-1.66E+01,-0.244,-0.232,-15.2,-15,,-1.66E+01,-0.244
-1.66E+01,-0.244,-0.252,-15.2,-15.4,,-1.66E+01,-0.244
-1.66E+01,-0.244,-0.236,-15.2,-15,,-1.66E+01,-0.244
-1.66E+01,-0.244,-0.252,-15.2,-15.4,,-1.66E+01,-0.244
-1.66E+01,-0.244,-0.24,-15.2,-15,,-1.66E+01,-0.244
-1.65E+01,-0.248,-0.252,-15.2,-15.4,,-1.65E+01,-0.248
-1.65E+01,-0.248,-0.24,-15.2,-15,,-1.65E+01,-0.248
-1.65E+01,-0.248,-0.256,-15.2,-15.4,,-1.65E+01,-0.248
-1.65E+01,-0.248,-0.24,-15.2,-15,,-1.65E+01,-0.248
-1.65E+01,-0.248,-0.256,-15.2,-15.4,,-1.65E+01,-0.248
-1.65E+01,-0.248,-0.24,-15.2,-15,,-1.65E+01,-0.248
-1.65E+01,-0.252,-0.26,-15.2,-15.4,,-1.65E+01,-0.252
-1.65E+01,-0.252,-0.244,-15.2,-15,,-1.65E+01,-0.252
-1.65E+01,-0.252,-0.26,-15.2,-15.4,,-1.65E+01,-0.252
-1.65E+01,-0.252,-0.244,-15.2,-15,,-1.65E+01,-0.252
-1.65E+01,-0.252,-0.26,-15.2,-15.4,,-1.65E+01,-0.252
-1.65E+01,-0.256,-0.24,-15.2,-15,,-1.65E+01,-0.256
-1.65E+01,-0.256,-0.264,-15.2,-15.6,,-1.65E+01,-0.256
-1.64E+01,-0.256,-0.248,-15.2,-15,,-1.64E+01,-0.256
-1.64E+01,-0.256,-0.264,-15.2,-15.4,,-1.64E+01,-0.256
-1.64E+01,-0.256,-0.248,-15.2,-15,,-1.64E+01,-0.256
-1.64E+01,-0.26,-0.268,-15.2,-15.6,,-1.64E+01,-0.26
-1.64E+01,-0.26,-0.252,-15.2,-15,,-1.64E+01,-0.26
-1.64E+01,-0.26,-0.268,-15.2,-15.6,,-1.64E+01,-0.26
-1.64E+01,-0.26,-0.252,-15.2,-15,,-1.64E+01,-0.26
-1.64E+01,-0.264,-0.268,-15.2,-15.6,,-1.64E+01,-0.264
-1.64E+01,-0.264,-0.256,-15.2,-15,,-1.64E+01,-0.264
-1.64E+01,-0.264,-0.272,-15.2,-15.6,,-1.64E+01,-0.264
-1.64E+01,-0.264,-0.256,-15.2,-15,,-1.64E+01,-0.264
-1.64E+01,-0.264,-0.272,-15.2,-15.6,,-1.64E+01,-0.264
-1.64E+01,-0.268,-0.26,-15.2,-15,,-1.64E+01,-0.268
-1.63E+01,-0.268,-0.276,-15.4,-15.6,,-1.63E+01,-0.268
-1.63E+01,-0.268,-0.26,-15.4,-15,,-1.63E+01,-0.268
-1.63E+01,-0.268,-0.276,-15.4,-15.6,,-1.63E+01,-0.268
-1.63E+01,-0.272,-0.26,-15.4,-15,,-1.63E+01,-0.272
-1.63E+01,-0.272,-0.28,-15.4,-15.6,,-1.63E+01,-0.272
-1.63E+01,-0.272,-0.26,-15.4,-15,,-1.63E+01,-0.272
-1.63E+01,-0.272,-0.284,-15.4,-15.6,,-1.63E+01,-0.272
-1.63E+01,-0.276,-0.264,-15.4,-15.2,,-1.63E+01,-0.276
-1.63E+01,-0.276,-0.284,-15.4,-15.6,,-1.63E+01,-0.276
-1.63E+01,-0.28,-0.268,-15.4,-15.2,,-1.63E+01,-0.28
-1.63E+01,-0.28,-0.288,-15.4,-15.6,,-1.63E+01,-0.28
-1.63E+01,-0.28,-0.268,-15.4,-15.2,,-1.63E+01,-0.28
-1.63E+01,-0.28,-0.288,-15.4,-15.6,,-1.63E+01,-0.28
-1.62E+01,-0.284,-0.276,-15.4,-15.2,,-1.62E+01,-0.284
-1.62E+01,-0.284,-0.292,-15.4,-15.6,,-1.62E+01,-0.284
-1.62E+01,-0.284,-0.276,-15.4,-15.2,,-1.62E+01,-0.284
-1.62E+01,-0.288,-0.296,-15.4,-15.6,,-1.62E+01,-0.288
-1.62E+01,-0.288,-0.28,-15.4,-15.2,,-1.62E+01,-0.288
-1.62E+01,-0.292,-0.296,-15.4,-15.6,,-1.62E+01,-0.292
-1.62E+01,-0.292,-0.284,-15.4,-15.2,,-1.62E+01,-0.292
-1.62E+01,-0.292,-0.3,-15.4,-15.6,,-1.62E+01,-0.292
-1.62E+01,-0.292,-0.288,-15.4,-15.2,,-1.62E+01,-0.292
-1.62E+01,-0.296,-0.304,-15.4,-15.6,,-1.62E+01,-0.296
-1.62E+01,-0.296,-0.288,-15.4,-15.2,,-1.62E+01,-0.296
-1.62E+01,-0.3,-0.308,-15.4,-15.6,,-1.62E+01,-0.3
-1.62E+01,-0.3,-0.292,-15.4,-15.2,,-1.62E+01,-0.3
-1.61E+01,-0.304,-0.308,-15.4,-15.6,,-1.61E+01,-0.304
-1.61E+01,-0.304,-0.292,-15.4,-15.2,,-1.61E+01,-0.304
-1.61E+01,-0.308,-0.316,-15.4,-15.6,,-1.61E+01,-0.308
-1.61E+01,-0.308,-0.3,-15.4,-15.2,,-1.61E+01,-0.308
-1.61E+01,-0.308,-0.32,-15.4,-15.6,,-1.61E+01,-0.308
-1.61E+01,-0.312,-0.304,-15.4,-15.2,,-1.61E+01,-0.312
-1.61E+01,-0.312,-0.32,-15.4,-15.6,,-1.61E+01,-0.312
-1.61E+01,-0.316,-0.308,-15.4,-15.2,,-1.61E+01,-0.316
-1.61E+01,-0.316,-0.324,-15.4,-15.6,,-1.61E+01,-0.316
-1.61E+01,-0.32,-0.312,-15.4,-15.2,,-1.61E+01,-0.32
-1.61E+01,-0.32,-0.328,-15.4,-15.6,,-1.61E+01,-0.32
-1.61E+01,-0.324,-0.316,-15.4,-15.2,,-1.61E+01,-0.324
-1.61E+01,-0.324,-0.332,-15.4,-15.6,,-1.61E+01,-0.324
-1.60E+01,-0.328,-0.32,-15.4,-15.2,,-1.60E+01,-0.328
-1.60E+01,-0.332,-0.336,-15.4,-15.6,,-1.60E+01,-0.332
-1.60E+01,-0.332,-0.324,-15.4,-15.2,,-1.60E+01,-0.332
-1.60E+01,-0.336,-0.344,-15.4,-15.8,,-1.60E+01,-0.336
-1.60E+01,-0.336,-0.328,-15.4,-15.2,,-1.60E+01,-0.336
-1.60E+01,-0.34,-0.348,-15.4,-15.8,,-1.60E+01,-0.34
-1.60E+01,-0.344,-0.332,-15.6,-15.2,,-1.60E+01,-0.344
-1.60E+01,-0.344,-0.352,-15.6,-15.6,,-1.60E+01,-0.344
-1.60E+01,-0.348,-0.336,-15.6,-15.2,,-1.60E+01,-0.348
-1.60E+01,-0.352,-0.36,-15.6,-15.8,,-1.60E+01,-0.352
-1.60E+01,-0.352,-0.344,-15.6,-15.2,,-1.60E+01,-0.352
-1.60E+01,-0.356,-0.364,-15.6,-15.8,,-1.60E+01,-0.356
-1.60E+01,-0.36,-0.348,-15.6,-15.2,,-1.60E+01,-0.36
-1.59E+01,-0.36,-0.368,-15.6,-15.8,,-1.59E+01,-0.36
-1.59E+01,-0.364,-0.352,-15.6,-15.2,,-1.59E+01,-0.364
-1.59E+01,-0.368,-0.372,-15.6,-15.8,,-1.59E+01,-0.368
-1.59E+01,-0.372,-0.36,-15.6,-15.2,,-1.59E+01,-0.372
-1.59E+01,-0.372,-0.38,-15.6,-15.8,,-1.59E+01,-0.372
-1.59E+01,-0.376,-0.368,-15.6,-15.2,,-1.59E+01,-0.376
-1.59E+01,-0.38,-0.384,-15.6,-15.8,,-1.59E+01,-0.38
-1.59E+01,-0.384,-0.372,-15.6,-15.4,,-1.59E+01,-0.384
-1.59E+01,-0.388,-0.392,-15.6,-15.8,,-1.59E+01,-0.388
-1.59E+01,-0.388,-0.38,-15.6,-15.4,,-1.59E+01,-0.388
-1.59E+01,-0.392,-0.4,-15.6,-15.8,,-1.59E+01,-0.392
-1.59E+01,-0.396,-0.388,-15.6,-15.4,,-1.59E+01,-0.396
-1.59E+01,-0.4,-0.408,-15.6,-15.8,,-1.59E+01,-0.4
-1.58E+01,-0.404,-0.392,-15.6,-15.2,,-1.58E+01,-0.404
-1.58E+01,-0.408,-0.412,-15.6,-15.8,,-1.58E+01,-0.408
-1.58E+01,-0.408,-0.4,-15.6,-15.4,,-1.58E+01,-0.408
-1.58E+01,-0.412,-0.424,-15.6,-15.8,,-1.58E+01,-0.412
-1.58E+01,-0.416,-0.404,-15.6,-15.4,,-1.58E+01,-0.416
-1.58E+01,-0.42,-0.428,-15.6,-15.8,,-1.58E+01,-0.42
-1.58E+01,-0.424,-0.416,-15.6,-15.4,,-1.58E+01,-0.424
-1.58E+01,-0.428,-0.436,-15.6,-15.8,,-1.58E+01,-0.428
-1.58E+01,-0.432,-0.424,-15.6,-15.4,,-1.58E+01,-0.432
-1.58E+01,-0.436,-0.444,-15.6,-15.8,,-1.58E+01,-0.436
-1.58E+01,-0.44,-0.432,-15.6,-15.4,,-1.58E+01,-0.44
-1.58E+01,-0.444,-0.452,-15.6,-15.8,,-1.58E+01,-0.444
-1.58E+01,-0.448,-0.44,-15.6,-15.4,,-1.58E+01,-0.448
-1.57E+01,-0.452,-0.456,-15.6,-15.8,,-1.57E+01,-0.452
-1.57E+01,-0.456,-0.444,-15.6,-15.4,,-1.57E+01,-0.456
-1.57E+01,-0.46,-0.468,-15.6,-15.8,,-1.57E+01,-0.46
-1.57E+01,-0.464,-0.452,-15.6,-15.4,,-1.57E+01,-0.464
-1.57E+01,-0.468,-0.476,-15.6,-15.8,,-1.57E+01,-0.468
-1.57E+01,-0.472,-0.46,-15.6,-15.4,,-1.57E+01,-0.472
-1.57E+01,-0.476,-0.484,-15.6,-16,,-1.57E+01,-0.476
-1.57E+01,-0.48,-0.472,-15.6,-15.4,,-1.57E+01,-0.48
-1.57E+01,-0.488,-0.492,-15.6,-15.8,,-1.57E+01,-0.488
-1.57E+01,-0.492,-0.48,-15.6,-15.4,,-1.57E+01,-0.492
-1.57E+01,-0.496,-0.5,-15.6,-16,,-1.57E+01,-0.496
-1.57E+01,-0.5,-0.484,-15.6,-15.4,,-1.57E+01,-0.5
-1.57E+01,-0.504,-0.512,-15.6,-15.8,,-1.57E+01,-0.504
-1.56E+01,-0.508,-0.496,-15.6,-15.4,,-1.56E+01,-0.508
-1.56E+01,-0.512,-0.52,-15.6,-15.8,,-1.56E+01,-0.512
-1.56E+01,-0.516,-0.504,-15.6,-15.4,,-1.56E+01,-0.516
-1.56E+01,-0.524,-0.532,-15.6,-16,,-1.56E+01,-0.524
-1.56E+01,-0.528,-0.516,-15.6,-15.4,,-1.56E+01,-0.528
-1.56E+01,-0.532,-0.54,-15.6,-16,,-1.56E+01,-0.532
-1.56E+01,-0.536,-0.524,-15.6,-15.4,,-1.56E+01,-0.536
-1.56E+01,-0.54,-0.548,-15.6,-16,,-1.56E+01,-0.54
-1.56E+01,-0.544,-0.536,-15.6,-15.4,,-1.56E+01,-0.544
-1.56E+01,-0.552,-0.556,-15.6,-16,,-1.56E+01,-0.552
-1.56E+01,-0.556,-0.544,-15.8,-15.4,,-1.56E+01,-0.556
-1.56E+01,-0.56,-0.568,-15.8,-16,,-1.56E+01,-0.56
-1.56E+01,-0.564,-0.552,-15.8,-15.6,,-1.56E+01,-0.564
-1.55E+01,-0.568,-0.576,-15.8,-16,,-1.55E+01,-0.568
-1.55E+01,-0.572,-0.564,-15.8,-15.6,,-1.55E+01,-0.572
-1.55E+01,-0.576,-0.58,-15.8,-16,,-1.55E+01,-0.576
-1.55E+01,-0.58,-0.572,-15.8,-15.6,,-1.55E+01,-0.58
-1.55E+01,-0.588,-0.592,-15.8,-16,,-1.55E+01,-0.588
-1.55E+01,-0.592,-0.58,-15.8,-15.6,,-1.55E+01,-0.592
-1.55E+01,-0.596,-0.604,-15.8,-16,,-1.55E+01,-0.596
-1.55E+01,-0.6,-0.584,-15.8,-15.6,,-1.55E+01,-0.6
-1.55E+01,-0.604,-0.608,-15.8,-16,,-1.55E+01,-0.604
-1.55E+01,-0.608,-0.596,-15.8,-15.6,,-1.55E+01,-0.608
-1.55E+01,-0.612,-0.616,-15.8,-16,,-1.55E+01,-0.612
-1.55E+01,-0.616,-0.604,-15.8,-15.6,,-1.55E+01,-0.616
-1.55E+01,-0.62,-0.628,-15.8,-16,,-1.55E+01,-0.62
-1.54E+01,-0.624,-0.612,-15.8,-15.6,,-1.54E+01,-0.624
-1.54E+01,-0.628,-0.636,-15.8,-16,,-1.54E+01,-0.628
-1.54E+01,-0.632,-0.624,-15.8,-15.6,,-1.54E+01,-0.632
-1.54E+01,-0.636,-0.644,-15.8,-16,,-1.54E+01,-0.636
-1.54E+01,-0.64,-0.632,-15.8,-15.6,,-1.54E+01,-0.64
-1.54E+01,-0.644,-0.652,-15.8,-16,,-1.54E+01,-0.644
-1.54E+01,-0.648,-0.64,-15.8,-15.6,,-1.54E+01,-0.648
-1.54E+01,-0.652,-0.66,-15.8,-16,,-1.54E+01,-0.652
-1.54E+01,-0.656,-0.648,-15.8,-15.6,,-1.54E+01,-0.656
-1.54E+01,-0.66,-0.664,-15.8,-16,,-1.54E+01,-0.66
-1.54E+01,-0.66,-0.652,-15.8,-15.6,,-1.54E+01,-0.66
-1.54E+01,-0.664,-0.672,-15.8,-16,,-1.54E+01,-0.664
-1.54E+01,-0.668,-0.66,-15.8,-15.6,,-1.54E+01,-0.668
-1.53E+01,-0.672,-0.68,-15.8,-16,,-1.53E+01,-0.672
-1.53E+01,-0.676,-0.66,-15.8,-15.6,,-1.53E+01,-0.676
-1.53E+01,-0.68,-0.688,-15.8,-16,,-1.53E+01,-0.68
-1.53E+01,-0.68,-0.672,-15.8,-15.6,,-1.53E+01,-0.68
-1.53E+01,-0.684,-0.692,-15.8,-16,,-1.53E+01,-0.684
-1.53E+01,-0.688,-0.676,-15.8,-15.6,,-1.53E+01,-0.688
-1.53E+01,-0.688,-0.7,-15.8,-16,,-1.53E+01,-0.688
-1.53E+01,-0.692,-0.684,-15.8,-15.6,,-1.53E+01,-0.692
-1.53E+01,-0.696,-0.704,-15.8,-16,,-1.53E+01,-0.696
-1.53E+01,-0.696,-0.688,-15.8,-15.6,,-1.53E+01,-0.696
-1.53E+01,-0.7,-0.708,-15.8,-16,,-1.53E+01,-0.7
-1.53E+01,-0.704,-0.692,-15.8,-15.6,,-1.53E+01,-0.704
-1.53E+01,-0.704,-0.712,-15.8,-16,,-1.53E+01,-0.704
-1.52E+01,-0.708,-0.696,-15.8,-15.6,,-1.52E+01,-0.708
-1.52E+01,-0.708,-0.716,-15.8,-16.2,,-1.52E+01,-0.708
-1.52E+01,-0.708,-0.7,-16,-15.6,,-1.52E+01,-0.708
-1.52E+01,-0.712,-0.72,-16,-16.2,,-1.52E+01,-0.712
-1.52E+01,-0.712,-0.704,-16,-15.6,,-1.52E+01,-0.712
-1.52E+01,-0.716,-0.724,-16,-16.2,,-1.52E+01,-0.716
-1.52E+01,-0.716,-0.708,-16,-15.6,,-1.52E+01,-0.716
-1.52E+01,-0.72,-0.728,-16,-16.2,,-1.52E+01,-0.72
-1.52E+01,-0.72,-0.704,-16,-15.6,,-1.52E+01,-0.72
-1.52E+01,-0.72,-0.732,-16,-16.2,,-1.52E+01,-0.72
-1.52E+01,-0.724,-0.712,-16,-15.8,,-1.52E+01,-0.724
-1.52E+01,-0.724,-0.732,-16,-16.2,,-1.52E+01,-0.724
-1.52E+01,-0.724,-0.716,-16,-15.8,,-1.52E+01,-0.724
-1.51E+01,-0.724,-0.732,-16,-16.2,,-1.51E+01,-0.724
-1.51E+01,-0.724,-0.716,-16,-15.8,,-1.51E+01,-0.724
-1.51E+01,-0.728,-0.736,-16,-16.2,,-1.51E+01,-0.728
-1.51E+01,-0.728,-0.72,-16,-15.8,,-1.51E+01,-0.728
-1.51E+01,-0.728,-0.736,-16,-16.2,,-1.51E+01,-0.728
-1.51E+01,-0.728,-0.72,-16,-15.8,,-1.51E+01,-0.728
-1.51E+01,-0.728,-0.736,-16,-16.2,,-1.51E+01,-0.728
-1.51E+01,-0.728,-0.72,-16,-15.8,,-1.51E+01,-0.728
-1.51E+01,-0.728,-0.736,-16,-16.2,,-1.51E+01,-0.728
-1.51E+01,-0.728,-0.72,-16,-15.8,,-1.51E+01,-0.728
-1.51E+01,-0.728,-0.736,-16,-16.2,,-1.51E+01,-0.728
-1.51E+01,-0.728,-0.72,-16,-15.8,,-1.51E+01,-0.728
-1.51E+01,-0.728,-0.736,-16,-16.2,,-1.51E+01,-0.728
-1.50E+01,-0.728,-0.72,-16,-15.8,,-1.50E+01,-0.728
-1.50E+01,-0.728,-0.736,-16,-16.2,,-1.50E+01,-0.728
-1.50E+01,-0.728,-0.716,-16,-15.8,,-1.50E+01,-0.728
-1.50E+01,-0.724,-0.74,-16,-16.2,,-1.50E+01,-0.724
-1.50E+01,-0.724,-0.716,-16,-15.8,,-1.50E+01,-0.724
-1.50E+01,-0.724,-0.732,-16,-16.2,,-1.50E+01,-0.724
