Model,DPO2012,,,
Firmware Version,1.39,,,
,,,,
Point Format,Y,,,
Horizontal Units,S,,,
Horizontal Scale,4,,,
Sample Interval,0.00768049,,,
Filter Frequency,1.40E+06,,,
Record Length,5200,,,
Gating,0.0% to 100.0%,,0.0% to 100.0%,
Probe Attenuation,1,,1,
Vertical Units,V,,V,
Vertical Offset,0,,0,
Vertical Scale,0.1,,0.05,
Label,,,,
TIME,CH1,CH1 Peak Detect,CH2,CH2 Peak Detect
-9.92E+00,-0.024,-0.048,0.014,0.006
-9.92E+00,-0.024,-4.77E-09,0.012,0.022
-9.91E+00,-0.024,-0.052,0.012,0.004
-9.90E+00,-0.024,-4.77E-09,0.012,0.02
-9.89E+00,-0.024,-0.052,0.012,-2.38E-09
-9.88E+00,-0.024,-4.77E-09,0.01,0.016
-9.88E+00,-0.024,-0.052,0.01,-2.38E-09
-9.87E+00,-0.024,-4.77E-09,0.008,0.016
-9.86E+00,-0.024,-0.052,0.006,-2.38E-09
-9.85E+00,-0.024,-4.77E-09,0.006,0.014
-9.85E+00,-0.024,-0.052,0.006,-0.002
-9.84E+00,-0.024,-4.77E-09,0.006,0.012
-9.83E+00,-0.024,-0.052,0.004,-0.002
-9.82E+00,-0.024,-4.77E-09,0.004,0.014
-9.82E+00,-0.024,-0.048,0.004,-0.008
-9.81E+00,-0.024,-4.77E-09,0.004,0.016
-9.80E+00,-0.024,-0.052,0.004,-0.004
-9.79E+00,-0.024,-4.77E-09,0.004,0.014
-9.78E+00,-0.024,-0.048,0.004,-0.006
-9.78E+00,-0.024,-4.77E-09,0.002,0.012
-9.77E+00,-0.02,-0.052,0.002,-0.008
-9.76E+00,-0.024,-4.77E-09,0.002,0.012
-9.75E+00,-0.024,-0.048,0.002,-0.006
-9.75E+00,-0.02,-4.77E-09,0.002,0.008
-9.74E+00,-0.02,-0.052,0.002,-0.006
-9.73E+00,-0.024,0.004,0.002,0.008
-9.72E+00,-0.024,-0.052,0.002,-0.006
-9.72E+00,-0.02,-4.77E-09,0.002,0.01
-9.71E+00,-0.02,-0.048,-2.38E-09,-0.006
-9.70E+00,-0.02,-4.77E-09,0.002,0.008
-9.69E+00,-0.02,-0.052,0.002,-0.006
-9.69E+00,-0.02,0.004,0.002,0.008
-9.68E+00,-0.02,-0.044,0.002,-0.006
-9.67E+00,-0.02,0.004,-2.38E-09,0.01
-9.66E+00,-0.02,-0.048,-2.38E-09,-0.006
-9.65E+00,-0.02,0.004,-2.38E-09,0.008
-9.65E+00,-0.02,-0.044,0.002,-0.018
-9.64E+00,-0.02,0.004,0.002,0.012
-9.63E+00,-0.02,-0.048,-2.38E-09,-0.006
-9.62E+00,-0.02,0.004,-0.002,0.008
-9.62E+00,-0.02,-0.048,-2.38E-09,-0.008
-9.61E+00,-0.02,0.004,-2.38E-09,0.012
-9.60E+00,-0.02,-0.044,-2.38E-09,-0.006
-9.59E+00,-0.02,0.004,-2.38E-09,0.008
-9.59E+00,-0.02,-0.048,-2.38E-09,-0.008
-9.58E+00,-0.02,0.004,-2.38E-09,0.008
-9.57E+00,-0.02,-0.044,-2.38E-09,-0.008
-9.56E+00,-0.02,0.004,-2.38E-09,0.008
-9.55E+00,-0.02,-0.048,-2.38E-09,-0.008
-9.55E+00,-0.02,0.008,0.002,0.008
-9.54E+00,-0.02,-0.044,-2.38E-09,-0.008
-9.53E+00,-0.02,0.004,-2.38E-09,0.008
-9.52E+00,-0.016,-0.044,-0.002,-0.008
-9.52E+00,-0.02,0.004,-2.38E-09,0.008
-9.51E+00,-0.016,-0.048,-2.38E-09,-0.008
-9.50E+00,-0.016,0.008,0.002,0.008
-9.49E+00,-0.016,-0.044,-2.38E-09,-0.01
-9.49E+00,-0.016,0.004,-2.38E-09,0.01
-9.48E+00,-0.016,-0.048,-2.38E-09,-0.008
-9.47E+00,-0.016,0.008,-2.38E-09,0.008
-9.46E+00,-0.016,-0.044,-2.38E-09,-0.008
-9.45E+00,-0.016,0.008,-2.38E-09,0.008
-9.45E+00,-0.016,-0.044,-2.38E-09,-0.008
-9.44E+00,-0.016,0.008,-2.38E-09,0.008
-9.43E+00,-0.016,-0.04,-2.38E-09,-0.008
-9.42E+00,-0.016,0.008,-2.38E-09,0.008
-9.42E+00,-0.016,-0.044,-2.38E-09,-0.008
-9.41E+00,-0.016,0.008,-2.38E-09,0.006
-9.40E+00,-0.016,-0.036,0.002,-0.008
-9.39E+00,-0.016,0.008,-2.38E-09,0.008
-9.39E+00,-0.016,-0.044,-2.38E-09,-0.008
-9.38E+00,-0.016,0.008,-0.002,0.006
-9.37E+00,-0.016,-0.044,-2.38E-09,-0.008
-9.36E+00,-0.016,0.008,-2.38E-09,0.006
-9.35E+00,-0.016,-0.044,-2.38E-09,-0.008
-9.35E+00,-0.016,0.008,-2.38E-09,0.01
-9.34E+00,-0.016,-0.044,-2.38E-09,-0.012
-9.33E+00,-0.016,0.008,-2.38E-09,0.012
-9.32E+00,-0.016,-0.036,-0.002,-0.012
-9.32E+00,-0.016,0.012,-2.38E-09,0.008
-9.31E+00,-0.016,-0.044,-2.38E-09,-0.008
-9.30E+00,-0.012,0.012,0.002,0.01
-9.29E+00,-0.012,-0.036,-2.38E-09,-0.008
-9.29E+00,-0.012,0.012,-2.38E-09,0.008
-9.28E+00,-0.012,-0.044,-0.002,-0.008
-9.27E+00,-0.012,0.012,-2.38E-09,0.008
-9.26E+00,-0.012,-0.036,-2.38E-09,-0.008
-9.26E+00,-0.012,0.012,-2.38E-09,0.006
-9.25E+00,-0.012,-0.044,-2.38E-09,-0.008
-9.24E+00,-0.012,0.012,-2.38E-09,0.008
-9.23E+00,-0.012,-0.04,-0.002,-0.006
-9.22E+00,-0.012,0.008,-2.38E-09,0.008
-9.22E+00,-0.012,-0.036,-2.38E-09,-0.008
-9.21E+00,-0.012,0.012,-2.38E-09,0.008
-9.20E+00,-0.012,-0.04,0.002,-0.008
-9.19E+00,-0.012,0.012,-2.38E-09,0.01
-9.19E+00,-0.012,-0.036,-2.38E-09,-0.008
-9.18E+00,-0.012,0.012,-0.002,0.008
-9.17E+00,-0.012,-0.04,-2.38E-09,-0.01
-9.16E+00,-0.012,0.012,-2.38E-09,0.012
-9.16E+00,-0.012,-0.032,0.002,-0.008
-9.15E+00,-0.012,0.016,0.002,0.008
-9.14E+00,-0.012,-0.036,-2.38E-09,-0.008
-9.13E+00,-0.012,0.012,-0.002,0.008
-9.12E+00,-0.008,-0.04,-2.38E-09,-0.008
-9.12E+00,-0.012,0.012,0.002,0.008
-9.11E+00,-0.012,-0.036,0.002,-0.008
-9.10E+00,-0.008,0.012,-2.38E-09,0.008
-9.09E+00,-0.008,-0.04,-2.38E-09,-0.01
-9.09E+00,-0.008,0.016,-2.38E-09,0.008
-9.08E+00,-0.008,-0.032,-2.38E-09,-0.008
-9.07E+00,-0.008,0.012,-2.38E-09,0.006
-9.06E+00,-0.008,-0.036,-2.38E-09,-0.008
-9.06E+00,-0.008,0.016,-2.38E-09,0.006
-9.05E+00,-0.008,-0.032,-2.38E-09,-0.006
-9.04E+00,-0.008,0.016,-2.38E-09,0.01
-9.03E+00,-0.008,-0.036,-2.38E-09,-0.008
-9.02E+00,-0.008,0.012,-2.38E-09,0.01
-9.02E+00,-0.008,-0.04,-2.38E-09,-0.012
-9.01E+00,-0.008,0.016,-2.38E-09,0.012
-9.00E+00,-0.008,-0.036,0.002,-0.018
-8.99E+00,-0.008,0.016,-2.38E-09,0.01
-8.99E+00,-0.008,-0.036,-2.38E-09,-0.008
-8.98E+00,-0.008,0.016,-2.38E-09,0.006
-8.97E+00,-0.008,-0.032,-2.38E-09,-0.008
-8.96E+00,-0.008,0.016,-2.38E-09,0.01
-8.96E+00,-0.008,-0.036,-2.38E-09,-0.008
-8.95E+00,-0.008,0.016,-2.38E-09,0.008
-8.94E+00,-0.008,-0.032,-2.38E-09,-0.008
-8.93E+00,-0.008,0.016,-2.38E-09,0.008
-8.92E+00,-0.008,-0.032,-2.38E-09,-0.008
-8.92E+00,-0.004,0.016,-2.38E-09,0.006
-8.91E+00,-0.008,-0.028,-2.38E-09,-0.008
-8.90E+00,-0.008,0.02,-2.38E-09,0.006
-8.89E+00,-0.004,-0.036,-2.38E-09,-0.008
-8.89E+00,-0.004,0.02,-2.38E-09,0.008
-8.88E+00,-0.004,-0.028,-2.38E-09,-0.008
-8.87E+00,-0.004,0.016,-2.38E-09,0.01
-8.86E+00,-0.004,-0.036,0.002,-0.008
-8.86E+00,-0.004,0.02,-2.38E-09,0.008
-8.85E+00,-0.004,-0.032,-2.38E-09,-0.01
-8.84E+00,-0.004,0.02,-0.002,0.012
-8.83E+00,-0.004,-0.032,-2.38E-09,-0.008
-8.82E+00,-0.004,0.02,-2.38E-09,0.01
-8.82E+00,-0.004,-0.032,-2.38E-09,-0.008
-8.81E+00,-0.004,0.02,-2.38E-09,0.01
-8.80E+00,-0.004,-0.028,-2.38E-09,-0.008
-8.79E+00,-0.004,0.02,-2.38E-09,0.006
-8.79E+00,-0.004,-0.032,-2.38E-09,-0.008
-8.78E+00,-0.004,0.02,-2.38E-09,0.008
-8.77E+00,-0.004,-0.024,-2.38E-09,-0.006
-8.76E+00,-0.004,0.02,-2.38E-09,0.008
-8.76E+00,-0.004,-0.032,-2.38E-09,-0.008
-8.75E+00,-0.004,0.02,-2.38E-09,0.008
-8.74E+00,-0.004,-0.032,-0.002,-0.008
-8.73E+00,-0.004,0.02,-2.38E-09,0.008
-8.73E+00,-0.004,-0.024,-2.38E-09,-0.006
-8.72E+00,-0.004,0.02,0.002,0.006
-8.71E+00,-0.004,-0.032,-2.38E-09,-0.008
-8.70E+00,-0.004,0.02,-2.38E-09,0.008
-8.69E+00,-0.004,-0.024,-2.38E-09,-0.01
-8.69E+00,-0.004,0.02,-2.38E-09,0.01
-8.68E+00,-4.77E-09,-0.032,-2.38E-09,-0.008
-8.67E+00,-0.004,0.024,-2.38E-09,0.008
-8.66E+00,-4.77E-09,-0.024,-2.38E-09,-0.008
-8.66E+00,-4.77E-09,0.024,-2.38E-09,0.01
-8.65E+00,-4.77E-09,-0.028,-2.38E-09,-0.008
-8.64E+00,-4.77E-09,0.024,-2.38E-09,0.01
-8.63E+00,-4.77E-09,-0.032,-2.38E-09,-0.008
-8.63E+00,-4.77E-09,0.024,0.002,0.006
-8.62E+00,-4.77E-09,-0.028,0.002,-0.008
-8.61E+00,-4.77E-09,0.024,-2.38E-09,0.006
-8.60E+00,-4.77E-09,-0.028,-2.38E-09,-0.008
-8.59E+00,-4.77E-09,0.024,-0.002,0.008
-8.59E+00,-4.77E-09,-0.028,-2.38E-09,-0.006
-8.58E+00,-4.77E-09,0.024,-2.38E-09,0.008
-8.57E+00,-4.77E-09,-0.028,0.002,-0.006
-8.56E+00,-4.77E-09,0.024,-2.38E-09,0.006
-8.56E+00,-4.77E-09,-0.02,-2.38E-09,-0.008
-8.55E+00,-4.77E-09,0.024,-2.38E-09,0.01
-8.54E+00,-4.77E-09,-0.028,-2.38E-09,-0.012
-8.53E+00,-4.77E-09,0.024,-2.38E-09,0.012
-8.53E+00,-4.77E-09,-0.024,-2.38E-09,-0.008
-8.52E+00,-4.77E-09,0.024,-2.38E-09,0.008
-8.51E+00,-4.77E-09,-0.028,-2.38E-09,-0.008
-8.50E+00,-4.77E-09,0.024,-2.38E-09,0.008
-8.49E+00,-4.77E-09,-0.028,-0.002,-0.008
-8.49E+00,-4.77E-09,0.024,-2.38E-09,0.008
-8.48E+00,-4.77E-09,-0.024,-2.38E-09,-0.006
-8.47E+00,-4.77E-09,0.028,0.002,0.006
-8.46E+00,-4.77E-09,-0.028,-2.38E-09,-0.008
-8.46E+00,-4.77E-09,0.024,-2.38E-09,0.006
-8.45E+00,-4.77E-09,-0.024,-0.002,-0.008
-8.44E+00,0.004,0.024,-2.38E-09,0.006
-8.43E+00,-4.77E-09,-0.028,-2.38E-09,-0.008
-8.43E+00,0.004,0.024,-2.38E-09,0.006
-8.42E+00,0.004,-0.02,0.002,-0.008
-8.41E+00,0.004,0.028,-2.38E-09,0.006
-8.40E+00,0.004,-0.028,-2.38E-09,-0.008
-8.39E+00,0.004,0.028,-2.38E-09,0.008
-8.39E+00,0.004,-0.02,-2.38E-09,-0.008
-8.38E+00,0.004,0.028,-2.38E-09,0.006
-8.37E+00,0.004,-0.024,-2.38E-09,-0.016
-8.36E+00,0.004,0.028,-2.38E-09,0.01
-8.36E+00,0.004,-0.02,-2.38E-09,-0.006
-8.35E+00,0.004,0.024,-0.002,0.008
-8.34E+00,0.004,-0.016,-0.002,-0.008
-8.33E+00,0.004,0.028,-2.38E-09,0.01
-8.33E+00,0.004,-0.024,0.002,-0.008
-8.32E+00,0.004,0.028,-2.38E-09,0.006
-8.31E+00,0.004,-0.016,-2.38E-09,-0.008
-8.30E+00,0.004,0.028,-2.38E-09,0.008
-8.29E+00,0.004,-0.024,-2.38E-09,-0.01
-8.29E+00,0.004,0.028,-2.38E-09,0.006
-8.28E+00,0.004,-0.016,-2.38E-09,-0.008
-8.27E+00,0.004,0.028,-2.38E-09,0.006
-8.26E+00,0.004,-0.024,-2.38E-09,-0.008
-8.26E+00,0.004,0.028,-2.38E-09,0.006
-8.25E+00,0.004,-0.02,-0.002,-0.008
-8.24E+00,0.004,0.028,-0.002,0.006
-8.23E+00,0.008,-0.02,-2.38E-09,-0.008
-8.23E+00,0.008,0.032,-2.38E-09,0.008
-8.22E+00,0.008,-0.024,-0.002,-0.01
-8.21E+00,0.008,0.032,-2.38E-09,0.01
-8.20E+00,0.008,-0.016,-0.002,-0.008
-8.20E+00,0.008,0.032,-2.38E-09,0.008
-8.19E+00,0.008,-0.02,-2.38E-09,-0.008
-8.18E+00,0.008,0.032,-2.38E-09,0.006
-8.17E+00,0.008,-0.012,-2.38E-09,-0.008
-8.16E+00,0.008,0.032,-2.38E-09,0.008
-8.16E+00,0.008,-0.02,-0.002,-0.008
-8.15E+00,0.008,0.032,-2.38E-09,0.006
-8.14E+00,0.008,-0.02,-0.002,-0.01
-8.13E+00,0.008,0.032,-0.002,0.004
-8.13E+00,0.008,-0.02,-0.002,-0.01
-8.12E+00,0.008,0.032,-2.38E-09,0.006
-8.11E+00,0.008,-0.024,-0.002,-0.01
-8.10E+00,0.008,0.036,-0.002,0.006
-8.10E+00,0.008,-0.02,-0.002,-0.01
-8.09E+00,0.008,0.032,-0.002,0.006
-8.08E+00,0.008,-0.02,-0.002,-0.008
-8.07E+00,0.012,0.032,-0.002,0.008
-8.06E+00,0.008,-0.016,-0.002,-0.012
-8.06E+00,0.008,0.036,-0.004,0.01
-8.05E+00,0.012,-0.02,-0.002,-0.014
-8.04E+00,0.012,0.032,-0.002,0.008
-8.03E+00,0.012,-0.012,-2.38E-09,-0.008
-8.03E+00,0.012,0.036,-2.38E-09,0.008
-8.02E+00,0.012,-0.016,-0.002,-0.01
-8.01E+00,0.012,0.036,-0.002,0.008
-8.00E+00,0.012,-0.016,-0.002,-0.008
-8.00E+00,0.012,0.032,-0.002,0.006
-7.99E+00,0.012,-0.016,-2.38E-09,-0.008
-7.98E+00,0.012,0.036,-2.38E-09,0.008
-7.97E+00,0.012,-0.016,-2.38E-09,-0.008
-7.96E+00,0.012,0.036,-2.38E-09,0.008
-7.96E+00,0.012,-0.012,-0.002,-0.008
-7.95E+00,0.012,0.04,-2.38E-09,0.006
-7.94E+00,0.012,-0.016,-2.38E-09,-0.008
-7.93E+00,0.012,0.036,0.002,0.008
-7.93E+00,0.012,-0.008,-2.38E-09,-0.008
-7.92E+00,0.012,0.036,-2.38E-09,0.008
-7.91E+00,0.012,-0.016,-2.38E-09,-0.006
-7.90E+00,0.012,0.04,-2.38E-09,0.008
-7.90E+00,0.012,-0.008,-2.38E-09,-0.01
-7.89E+00,0.012,0.04,-2.38E-09,0.012
-7.88E+00,0.012,-0.016,0.002,-0.006
-7.87E+00,0.012,0.036,0.002,0.008
-7.86E+00,0.012,-0.012,-2.38E-09,-0.008
-7.86E+00,0.012,0.036,-2.38E-09,0.01
-7.85E+00,0.012,-0.008,0.002,-0.006
-7.84E+00,0.016,0.04,0.002,0.008
-7.83E+00,0.016,-0.016,0.002,-0.006
-7.83E+00,0.012,0.036,0.002,0.008
-7.82E+00,0.016,-0.004,0.002,-0.006
-7.81E+00,0.016,0.04,-2.38E-09,0.01
-7.80E+00,0.016,-0.016,0.002,-0.006
-7.80E+00,0.016,0.04,0.002,0.01
-7.79E+00,0.016,-0.004,0.004,-0.004
-7.78E+00,0.016,0.04,0.002,0.01
-7.77E+00,0.016,-0.012,0.002,-0.006
-7.77E+00,0.016,0.04,0.002,0.01
-7.76E+00,0.016,-0.016,0.002,-0.006
-7.75E+00,0.016,0.04,0.002,0.012
-7.74E+00,0.016,-0.012,0.002,-0.01
-7.73E+00,0.016,0.036,0.002,0.014
-7.73E+00,0.016,-0.012,0.002,-0.016
-7.72E+00,0.016,0.04,0.002,0.012
-7.71E+00,0.016,-0.008,-2.38E-09,-0.008
-7.70E+00,0.016,0.04,0.002,0.008
-7.70E+00,0.016,-0.012,0.002,-0.008
-7.69E+00,0.016,0.04,0.002,0.01
-7.68E+00,0.016,-0.004,0.002,-0.006
-7.67E+00,0.016,0.04,0.002,0.008
-7.67E+00,0.016,-0.012,-2.38E-09,-0.008
-7.66E+00,0.016,0.04,-2.38E-09,0.008
-7.65E+00,0.016,-0.008,0.002,-0.006
-7.64E+00,0.016,0.044,-2.38E-09,0.008
-7.63E+00,0.016,-0.008,0.002,-0.008
-7.63E+00,0.016,0.04,0.002,0.006
-7.62E+00,0.02,-0.008,-2.38E-09,-0.008
-7.61E+00,0.02,0.04,-2.38E-09,0.006
-7.60E+00,0.02,-0.008,-2.38E-09,-0.006
-7.60E+00,0.016,0.044,0.002,0.01
-7.59E+00,0.02,-0.008,0.002,-0.008
-7.58E+00,0.02,0.044,-2.38E-09,0.006
-7.57E+00,0.02,-0.008,-2.38E-09,-0.01
-7.57E+00,0.02,0.044,-2.38E-09,0.012
-7.56E+00,0.02,-0.008,-2.38E-09,-0.008
-7.55E+00,0.02,0.044,-2.38E-09,0.01
-7.54E+00,0.02,-0.004,0.002,-0.008
-7.53E+00,0.02,0.044,0.002,0.01
-7.53E+00,0.02,-0.008,-2.38E-09,-0.008
-7.52E+00,0.02,0.044,-2.38E-09,0.008
-7.51E+00,0.02,-4.77E-09,-2.38E-09,-0.008
-7.50E+00,0.02,0.044,-2.38E-09,0.008
-7.50E+00,0.02,-0.004,-2.38E-09,-0.008
-7.49E+00,0.02,0.044,-2.38E-09,0.006
-7.48E+00,0.02,-0.008,-2.38E-09,-0.006
-7.47E+00,0.02,0.044,-2.38E-09,0.006
-7.47E+00,0.02,-0.004,-0.002,-0.008
-7.46E+00,0.024,0.048,-2.38E-09,0.006
-7.45E+00,0.02,-0.008,-2.38E-09,-0.008
-7.44E+00,0.02,0.044,-2.38E-09,0.008
-7.43E+00,0.02,-4.77E-09,-2.38E-09,-0.008
-7.43E+00,0.024,0.048,-2.38E-09,0.01
-7.42E+00,0.024,-0.004,-0.002,-0.012
-7.41E+00,0.024,0.048,-2.38E-09,0.01
-7.40E+00,0.024,-4.77E-09,-2.38E-09,-0.008
-7.40E+00,0.024,0.048,0.002,0.01
-7.39E+00,0.024,-0.004,-2.38E-09,-0.008
-7.38E+00,0.024,0.044,-2.38E-09,0.008
-7.37E+00,0.024,-0.004,-2.38E-09,-0.008
-7.37E+00,0.024,0.048,-2.38E-09,0.008
-7.36E+00,0.024,-0.004,-2.38E-09,-0.008
-7.35E+00,0.024,0.048,-2.38E-09,0.008
-7.34E+00,0.024,-0.004,-2.38E-09,-0.008
-7.33E+00,0.024,0.048,-2.38E-09,0.008
-7.33E+00,0.024,-4.77E-09,-2.38E-09,-0.008
-7.32E+00,0.024,0.048,-2.38E-09,0.008
-7.31E+00,0.024,-0.004,-2.38E-09,-0.008
-7.30E+00,0.024,0.048,-2.38E-09,0.008
-7.30E+00,0.024,0.004,0.002,-0.006
-7.29E+00,0.024,0.048,-2.38E-09,0.006
-7.28E+00,0.024,-0.004,-2.38E-09,-0.008
-7.27E+00,0.024,0.048,-0.002,0.01
-7.27E+00,0.024,-0.004,-2.38E-09,-0.01
-7.26E+00,0.024,0.052,-2.38E-09,0.012
-7.25E+00,0.024,-0.004,-2.38E-09,-0.008
-7.24E+00,0.024,0.048,-2.38E-09,0.01
-7.24E+00,0.024,-0.004,-2.38E-09,-0.008
-7.23E+00,0.024,0.052,-2.38E-09,0.01
-7.22E+00,0.024,-4.77E-09,-2.38E-09,-0.006
-7.21E+00,0.024,0.048,-2.38E-09,0.01
-7.20E+00,0.024,-0.004,-2.38E-09,-0.008
-7.20E+00,0.028,0.052,0.002,0.008
-7.19E+00,0.028,0.004,-2.38E-09,-0.008
-7.18E+00,0.028,0.052,-2.38E-09,0.008
-7.17E+00,0.028,-0.004,-0.002,-0.008
-7.17E+00,0.028,0.052,-2.38E-09,0.008
-7.16E+00,0.028,0.004,-2.38E-09,-0.008
-7.15E+00,0.028,0.052,0.002,0.008
-7.14E+00,0.028,-4.77E-09,-2.38E-09,-0.008
-7.14E+00,0.028,0.052,-2.38E-09,0.008
-7.13E+00,0.028,-4.77E-09,-2.38E-09,-0.008
-7.12E+00,0.028,0.052,-2.38E-09,0.008
-7.11E+00,0.028,-4.77E-09,-2.38E-09,-0.008
-7.10E+00,0.028,0.052,-2.38E-09,0.008
-7.10E+00,0.028,-4.77E-09,-2.38E-09,-0.016
-7.09E+00,0.028,0.052,-2.38E-09,0.012
-7.08E+00,0.028,0.004,-2.38E-09,-0.008
-7.07E+00,0.028,0.052,-2.38E-09,0.01
-7.07E+00,0.028,-4.77E-09,-2.38E-09,-0.008
-7.06E+00,0.028,0.052,-2.38E-09,0.01
-7.05E+00,0.028,0.008,0.002,-0.008
-7.04E+00,0.028,0.052,-2.38E-09,0.008
-7.04E+00,0.028,-4.77E-09,-2.38E-09,-0.008
-7.03E+00,0.028,0.056,-2.38E-09,0.008
-7.02E+00,0.032,0.008,-2.38E-09,-0.006
-7.01E+00,0.028,0.056,-2.38E-09,0.008
-7.00E+00,0.032,-4.77E-09,0.002,-0.008
-7.00E+00,0.032,0.056,0.002,0.008
-6.99E+00,0.032,0.012,-2.38E-09,-0.008
-6.98E+00,0.032,0.056,-2.38E-09,0.008
-6.97E+00,0.032,0.008,-2.38E-09,-0.006
-6.97E+00,0.032,0.056,-2.38E-09,0.008
-6.96E+00,0.032,0.004,-2.38E-09,-0.006
-6.95E+00,0.032,0.056,0.002,0.01
-6.94E+00,0.032,0.008,-2.38E-09,-0.01
-6.94E+00,0.032,0.056,-2.38E-09,0.012
-6.93E+00,0.032,0.004,-2.38E-09,-0.008
-6.92E+00,0.032,0.056,-2.38E-09,0.012
-6.91E+00,0.032,0.008,-2.38E-09,-0.008
-6.90E+00,0.032,0.056,0.002,0.008
-6.90E+00,0.032,0.004,-2.38E-09,-0.008
-6.89E+00,0.032,0.056,-2.38E-09,0.012
-6.88E+00,0.032,0.004,-0.002,-0.008
-6.87E+00,0.032,0.056,-2.38E-09,0.008
-6.87E+00,0.032,0.008,-2.38E-09,-0.008
-6.86E+00,0.032,0.056,-2.38E-09,0.008
-6.85E+00,0.032,0.004,-2.38E-09,-0.008
-6.84E+00,0.032,0.06,-2.38E-09,0.008
-6.84E+00,0.032,0.008,0.002,-0.01
-6.83E+00,0.032,0.06,-2.38E-09,0.006
-6.82E+00,0.032,0.004,-2.38E-09,-0.008
-6.81E+00,0.032,0.056,-2.38E-09,0.008
-6.80E+00,0.032,0.012,0.002,-0.008
-6.80E+00,0.036,0.056,-2.38E-09,0.008
-6.79E+00,0.036,0.004,-2.38E-09,-0.006
-6.78E+00,0.036,0.056,-2.38E-09,0.008
-6.77E+00,0.036,0.004,-2.38E-09,-0.01
-6.77E+00,0.036,0.06,-2.38E-09,0.012
-6.76E+00,0.036,0.004,0.002,-0.008
-6.75E+00,0.036,0.06,0.002,0.01
-6.74E+00,0.036,0.004,-2.38E-09,-0.008
-6.74E+00,0.036,0.064,-2.38E-09,0.01
-6.73E+00,0.036,0.008,-2.38E-09,-0.006
-6.72E+00,0.036,0.06,-2.38E-09,0.01
-6.71E+00,0.036,0.004,-2.38E-09,-0.01
-6.71E+00,0.036,0.06,-2.38E-09,0.008
-6.70E+00,0.036,0.008,-2.38E-09,-0.008
-6.69E+00,0.036,0.06,-2.38E-09,0.008
-6.68E+00,0.036,0.008,-2.38E-09,-0.008
-6.67E+00,0.036,0.06,-2.38E-09,0.008
-6.67E+00,0.036,0.016,-2.38E-09,-0.008
-6.66E+00,0.036,0.06,-2.38E-09,0.006
-6.65E+00,0.036,0.008,-2.38E-09,-0.008
-6.64E+00,0.036,0.06,-2.38E-09,0.008
-6.64E+00,0.036,0.012,-0.002,-0.008
-6.63E+00,0.036,0.06,-2.38E-09,0.01
-6.62E+00,0.036,0.008,-2.38E-09,-0.012
-6.61E+00,0.036,0.064,-2.38E-09,0.012
-6.61E+00,0.036,0.008,-2.38E-09,-0.008
-6.60E+00,0.036,0.06,-2.38E-09,0.006
-6.59E+00,0.036,0.012,-2.38E-09,-0.008
-6.58E+00,0.04,0.064,-2.38E-09,0.01
-6.57E+00,0.04,0.008,-0.002,-0.008
-6.57E+00,0.04,0.06,-2.38E-09,0.008
-6.56E+00,0.04,0.016,-2.38E-09,-0.008
-6.55E+00,0.04,0.064,-2.38E-09,0.006
-6.54E+00,0.04,0.008,-2.38E-09,-0.008
-6.54E+00,0.04,0.064,-0.002,0.008
-6.53E+00,0.04,0.016,-2.38E-09,-0.008
-6.52E+00,0.04,0.064,-2.38E-09,0.008
-6.51E+00,0.04,0.012,0.002,-0.008
-6.51E+00,0.04,0.064,-2.38E-09,0.006
-6.50E+00,0.04,0.012,-2.38E-09,-0.008
-6.49E+00,0.04,0.064,-0.002,0.008
-6.48E+00,0.04,0.016,-2.38E-09,-0.008
-6.47E+00,0.04,0.064,-2.38E-09,0.01
-6.47E+00,0.04,0.012,-2.38E-09,-0.01
-6.46E+00,0.04,0.064,-2.38E-09,0.012
-6.45E+00,0.04,0.02,-2.38E-09,-0.016
-6.44E+00,0.04,0.064,-2.38E-09,0.01
-6.44E+00,0.04,0.012,-2.38E-09,-0.008
-6.43E+00,0.04,0.064,-2.38E-09,0.008
-6.42E+00,0.04,0.02,-2.38E-09,-0.008
-6.41E+00,0.04,0.068,0.002,0.01
-6.41E+00,0.04,0.012,-2.38E-09,-0.008
-6.40E+00,0.044,0.064,-2.38E-09,0.008
-6.39E+00,0.04,0.012,-0.002,-0.006
-6.38E+00,0.04,0.068,-2.38E-09,0.008
-6.37E+00,0.044,0.016,-2.38E-09,-0.008
-6.37E+00,0.044,0.064,0.002,0.008
-6.36E+00,0.044,0.016,0.002,-0.006
-6.35E+00,0.044,0.068,-2.38E-09,0.008
-6.34E+00,0.044,0.016,-2.38E-09,-0.008
-6.34E+00,0.044,0.064,-2.38E-09,0.008
-6.33E+00,0.044,0.016,-2.38E-09,-0.008
-6.32E+00,0.044,0.068,-2.38E-09,0.01
-6.31E+00,0.044,0.016,-2.38E-09,-0.008
-6.31E+00,0.044,0.068,-2.38E-09,0.008
-6.30E+00,0.044,0.016,-2.38E-09,-0.01
-6.29E+00,0.044,0.068,-2.38E-09,0.012
-6.28E+00,0.044,0.02,-2.38E-09,-0.006
-6.28E+00,0.044,0.068,-2.38E-09,0.008
-6.27E+00,0.044,0.016,-2.38E-09,-0.008
-6.26E+00,0.044,0.068,-2.38E-09,0.008
-6.25E+00,0.044,0.016,-2.38E-09,-0.006
-6.24E+00,0.044,0.068,-0.002,0.008
-6.24E+00,0.044,0.016,-2.38E-09,-0.008
-6.23E+00,0.044,0.068,-2.38E-09,0.008
