Model,DPO2012,,,
Firmware Version,1.39,,,
,,,,
Point Format,Y,,,
Horizontal Units,S,,,
Horizontal Scale,4,,,
Sample Interval,0.00768049,,,
Filter Frequency,1.40E+06,,,
Record Length,5200,,,
Gating,0.0% to 100.0%,,0.0% to 100.0%,
Probe Attenuation,1,,1,
Vertical Units,V,,V,
Vertical Offset,0,,0,
Vertical Scale,0.1,,0.05,
Label,,,,
TIME,CH1,CH1 Peak Detect,CH2,CH2 Peak Detect
-4.69E-01,0.156,0.18,0.016,0.022
-4.61E-01,0.156,0.128,0.016,0.01
-4.53E-01,0.156,0.18,0.018,0.026
-4.45E-01,0.156,0.128,0.016,0.008
-4.38E-01,0.156,0.18,0.018,0.024
-4.30E-01,0.156,0.132,0.018,0.008
-4.22E-01,0.156,0.18,0.018,0.024
-4.15E-01,0.156,0.128,0.016,0.008
-4.07E-01,0.156,0.18,0.016,0.026
-3.99E-01,0.156,0.136,0.018,0.006
-3.92E-01,0.156,0.184,0.018,0.03
-3.84E-01,0.156,0.128,0.018,0.008
-3.76E-01,0.156,0.18,0.018,0.026
-3.69E-01,0.156,0.128,0.016,0.01
-3.61E-01,0.156,0.18,0.018,0.028
-3.53E-01,0.156,0.132,0.018,0.008
-3.46E-01,0.156,0.184,0.02,0.028
-3.38E-01,0.156,0.128,0.018,0.01
-3.30E-01,0.16,0.184,0.018,0.026
-3.23E-01,0.16,0.136,0.018,0.01
-3.15E-01,0.16,0.184,0.018,0.024
-3.07E-01,0.16,0.124,0.018,0.01
-3.00E-01,0.16,0.184,0.018,0.026
-2.92E-01,0.16,0.136,0.018,0.01
-2.84E-01,0.16,0.184,0.018,0.024
-2.77E-01,0.16,0.128,0.018,0.01
-2.69E-01,0.16,0.184,0.018,0.028
-2.61E-01,0.16,0.14,0.018,0.008
-2.53E-01,0.16,0.184,0.018,0.028
-2.46E-01,0.16,0.128,0.02,0.006
-2.38E-01,0.16,0.184,0.018,0.03
-2.30E-01,0.16,0.132,0.018,0.01
-2.23E-01,0.16,0.184,0.018,0.028
-2.15E-01,0.16,0.14,0.018,0.012
-2.07E-01,0.16,0.184,0.018,0.03
-2.00E-01,0.16,0.132,0.02,0.01
-1.92E-01,0.16,0.184,0.02,0.028
-1.84E-01,0.16,0.14,0.02,0.012
-1.77E-01,0.16,0.184,0.02,0.026
-1.69E-01,0.16,0.132,0.018,0.01
-1.61E-01,0.16,0.184,0.018,0.028
-1.54E-01,0.16,0.14,0.02,0.012
-1.46E-01,0.16,0.188,0.02,0.026
-1.38E-01,0.16,0.132,0.02,0.012
-1.31E-01,0.16,0.188,0.02,0.028
-1.23E-01,0.16,0.132,0.018,0.012
-1.15E-01,0.16,0.188,0.02,0.026
-1.08E-01,0.164,0.136,0.02,0.012
-9.98E-02,0.164,0.184,0.022,0.028
-9.22E-02,0.164,0.132,0.02,0.012
-8.45E-02,0.164,0.188,0.022,0.028
-7.68E-02,0.164,0.14,0.018,0.002
-6.91E-02,0.164,0.188,0.02,0.032
-6.14E-02,0.164,0.132,0.02,0.012
-5.38E-02,0.164,0.188,0.02,0.03
-4.61E-02,0.164,0.14,0.022,0.012
-3.84E-02,0.164,0.188,0.02,0.03
-3.07E-02,0.164,0.136,0.02,0.01
-2.30E-02,0.164,0.188,0.02,0.028
-1.54E-02,0.164,0.136,0.02,0.012
-7.68E-03,0.164,0.188,0.02,0.028
-1.70E-13,0.164,0.136,0.022,0.012
7.68E-03,0.164,0.188,0.022,0.028
1.54E-02,0.164,0.136,0.022,0.012
2.30E-02,0.164,0.188,0.02,0.028
3.07E-02,0.164,0.14,0.022,0.012
3.84E-02,0.164,0.188,0.022,0.028
4.61E-02,0.164,0.136,0.022,0.014
5.38E-02,0.164,0.188,0.022,0.03
6.14E-02,0.164,0.14,0.022,0.012
6.91E-02,0.164,0.192,0.022,0.03
7.68E-02,0.164,0.136,0.02,0.01
8.45E-02,0.164,0.188,0.022,0.034
9.22E-02,0.164,0.144,0.022,0.014
9.98E-02,0.164,0.192,0.022,0.03
1.08E-01,0.168,0.136,0.022,0.012
1.15E-01,0.168,0.192,0.022,0.028
1.23E-01,0.168,0.144,0.022,0.014
1.31E-01,0.168,0.188,0.022,0.03
1.38E-01,0.168,0.14,0.022,0.014
1.46E-01,0.168,0.192,0.022,0.03
1.54E-01,0.168,0.14,0.022,0.014
1.61E-01,0.168,0.188,0.022,0.028
1.69E-01,0.168,0.14,0.022,0.014
1.77E-01,0.168,0.192,0.022,0.028
1.84E-01,0.168,0.14,0.022,0.014
1.92E-01,0.168,0.192,0.024,0.03
2.00E-01,0.168,0.148,0.024,0.014
2.07E-01,0.168,0.192,0.022,0.03
2.15E-01,0.168,0.14,0.022,0.014
2.23E-01,0.168,0.192,0.02,0.032
2.30E-01,0.168,0.148,0.022,0.01
2.38E-01,0.168,0.192,0.022,0.034
2.46E-01,0.168,0.14,0.024,0.01
2.53E-01,0.168,0.192,0.022,0.032
2.61E-01,0.168,0.14,0.022,0.014
2.69E-01,0.168,0.196,0.022,0.03
2.77E-01,0.168,0.148,0.022,0.014
2.84E-01,0.168,0.196,0.022,0.032
2.92E-01,0.168,0.14,0.024,0.014
3.00E-01,0.172,0.192,0.024,0.03
3.07E-01,0.172,0.148,0.022,0.014
3.15E-01,0.172,0.196,0.02,0.03
3.23E-01,0.172,0.14,0.022,0.016
3.30E-01,0.172,0.196,0.024,0.03
3.38E-01,0.172,0.148,0.024,0.016
3.46E-01,0.172,0.196,0.024,0.032
3.53E-01,0.172,0.144,0.024,0.014
3.61E-01,0.172,0.196,0.024,0.03
3.69E-01,0.172,0.144,0.022,0.016
3.76E-01,0.172,0.196,0.022,0.032
3.84E-01,0.172,0.144,0.024,0.016
3.92E-01,0.172,0.196,0.024,0.032
3.99E-01,0.172,0.144,0.024,0.014
4.07E-01,0.172,0.196,0.024,0.036
4.15E-01,0.172,0.148,0.024,0.016
4.22E-01,0.172,0.196,0.024,0.032
4.30E-01,0.172,0.144,0.026,0.016
4.38E-01,0.172,0.196,0.026,0.034
4.45E-01,0.172,0.152,0.026,0.016
4.53E-01,0.172,0.2,0.024,0.032
4.61E-01,0.172,0.144,0.024,0.018
4.69E-01,0.172,0.196,0.024,0.032
4.76E-01,0.172,0.152,0.026,0.018
4.84E-01,0.172,0.2,0.026,0.032
4.92E-01,0.172,0.144,0.026,0.018
4.99E-01,0.172,0.2,0.026,0.034
5.07E-01,0.172,0.144,0.024,0.016
5.15E-01,0.176,0.196,0.026,0.032
5.22E-01,0.176,0.148,0.026,0.018
5.30E-01,0.176,0.2,0.026,0.034
5.38E-01,0.176,0.144,0.028,0.018
5.45E-01,0.176,0.2,0.026,0.034
5.53E-01,0.176,0.152,0.026,0.016
5.61E-01,0.176,0.2,0.024,0.038
5.68E-01,0.176,0.148,0.026,0.008
5.76E-01,0.176,0.2,0.026,0.036
5.84E-01,0.176,0.156,0.028,0.018
5.91E-01,0.176,0.2,0.026,0.036
5.99E-01,0.176,0.148,0.026,0.018
6.07E-01,0.176,0.2,0.026,0.038
6.14E-01,0.176,0.156,0.026,0.02
6.22E-01,0.176,0.2,0.026,0.034
6.30E-01,0.176,0.148,0.026,0.018
6.37E-01,0.176,0.2,0.028,0.034
6.45E-01,0.176,0.152,0.028,0.02
6.53E-01,0.176,0.2,0.028,0.036
6.61E-01,0.176,0.156,0.026,0.02
6.68E-01,0.176,0.204,0.028,0.034
6.76E-01,0.176,0.148,0.028,0.02
6.84E-01,0.176,0.2,0.03,0.036
6.91E-01,0.176,0.156,0.028,0.02
6.99E-01,0.176,0.204,0.028,0.038
7.07E-01,0.176,0.148,0.026,0.02
7.14E-01,0.18,0.2,0.028,0.036
7.22E-01,0.176,0.156,0.028,0.018
7.30E-01,0.18,0.204,0.028,0.04
7.37E-01,0.176,0.148,0.028,0.02
7.45E-01,0.18,0.204,0.028,0.038
7.53E-01,0.18,0.148,0.028,0.02
7.60E-01,0.18,0.204,0.028,0.038
7.68E-01,0.18,0.152,0.028,0.022
7.76E-01,0.18,0.204,0.028,0.036
7.83E-01,0.18,0.152,0.03,0.02
7.91E-01,0.18,0.204,0.03,0.036
7.99E-01,0.18,0.16,0.03,0.022
8.06E-01,0.18,0.204,0.028,0.036
8.14E-01,0.18,0.152,0.028,0.022
8.22E-01,0.18,0.204,0.03,0.036
8.29E-01,0.18,0.156,0.03,0.022
8.37E-01,0.18,0.204,0.03,0.038
8.45E-01,0.18,0.152,0.03,0.022
8.53E-01,0.18,0.204,0.03,0.038
8.60E-01,0.18,0.152,0.03,0.022
8.68E-01,0.18,0.208,0.03,0.038
8.76E-01,0.18,0.152,0.03,0.02
8.83E-01,0.18,0.204,0.032,0.042
8.91E-01,0.18,0.152,0.03,0.022
8.99E-01,0.18,0.208,0.03,0.04
9.06E-01,0.18,0.152,0.03,0.024
9.14E-01,0.18,0.204,0.03,0.04
9.22E-01,0.18,0.156,0.032,0.022
9.29E-01,0.18,0.204,0.032,0.04
9.37E-01,0.184,0.156,0.032,0.024
9.45E-01,0.184,0.208,0.032,0.038
9.52E-01,0.18,0.152,0.03,0.024
9.60E-01,0.184,0.208,0.032,0.04
9.68E-01,0.184,0.16,0.032,0.024
9.75E-01,0.184,0.208,0.034,0.038
9.83E-01,0.184,0.156,0.032,0.024
9.91E-01,0.184,0.208,0.032,0.038
9.98E-01,0.184,0.16,0.032,0.026
1.01E+00,0.184,0.204,0.032,0.038
1.01E+00,0.184,0.156,0.034,0.022
1.02E+00,0.184,0.208,0.032,0.04
1.03E+00,0.184,0.156,0.032,0.022
1.04E+00,0.184,0.208,0.034,0.042
1.04E+00,0.184,0.16,0.034,0.024
1.05E+00,0.184,0.212,0.032,0.042
1.06E+00,0.184,0.156,0.032,0.024
1.07E+00,0.184,0.208,0.034,0.042
1.08E+00,0.184,0.164,0.034,0.024
1.08E+00,0.184,0.208,0.034,0.042
1.09E+00,0.184,0.156,0.034,0.026
1.10E+00,0.184,0.208,0.032,0.042
1.11E+00,0.184,0.164,0.034,0.026
1.11E+00,0.188,0.212,0.034,0.04
1.12E+00,0.184,0.156,0.034,0.026
1.13E+00,0.184,0.212,0.034,0.042
1.14E+00,0.188,0.16,0.034,0.026
1.14E+00,0.188,0.208,0.034,0.042
1.15E+00,0.188,0.16,0.034,0.026
1.16E+00,0.188,0.212,0.034,0.042
1.17E+00,0.188,0.156,0.036,0.028
1.18E+00,0.188,0.208,0.036,0.044
1.18E+00,0.188,0.164,0.034,0.028
1.19E+00,0.188,0.212,0.036,0.044
1.20E+00,0.188,0.156,0.034,0.018
1.21E+00,0.188,0.212,0.034,0.048
1.21E+00,0.188,0.164,0.036,0.028
1.22E+00,0.188,0.212,0.036,0.044
1.23E+00,0.188,0.16,0.036,0.028
1.24E+00,0.188,0.212,0.036,0.046
1.24E+00,0.188,0.16,0.034,0.028
1.25E+00,0.188,0.216,0.036,0.044
1.26E+00,0.188,0.16,0.036,0.028
1.27E+00,0.188,0.212,0.036,0.044
1.28E+00,0.188,0.16,0.036,0.028
1.28E+00,0.188,0.212,0.036,0.042
1.29E+00,0.188,0.164,0.036,0.028
1.30E+00,0.188,0.212,0.036,0.044
1.31E+00,0.188,0.16,0.036,0.028
1.31E+00,0.188,0.212,0.038,0.044
1.32E+00,0.188,0.168,0.038,0.03
1.33E+00,0.188,0.216,0.038,0.044
1.34E+00,0.188,0.16,0.036,0.028
1.34E+00,0.192,0.212,0.036,0.046
1.35E+00,0.192,0.164,0.038,0.028
1.36E+00,0.192,0.216,0.038,0.048
1.37E+00,0.192,0.164,0.038,0.028
1.37E+00,0.192,0.212,0.038,0.048
1.38E+00,0.192,0.16,0.038,0.03
1.39E+00,0.192,0.212,0.038,0.044
1.40E+00,0.192,0.164,0.038,0.03
1.41E+00,0.192,0.216,0.038,0.048
1.41E+00,0.192,0.16,0.038,0.032
1.42E+00,0.192,0.216,0.04,0.046
1.43E+00,0.192,0.164,0.038,0.03
1.44E+00,0.192,0.216,0.038,0.046
1.44E+00,0.192,0.164,0.038,0.032
1.45E+00,0.192,0.216,0.038,0.046
1.46E+00,0.192,0.172,0.038,0.032
1.47E+00,0.192,0.216,0.042,0.046
1.47E+00,0.192,0.164,0.04,0.03
1.48E+00,0.192,0.216,0.04,0.048
1.49E+00,0.192,0.172,0.038,0.032
1.50E+00,0.192,0.216,0.04,0.05
1.51E+00,0.192,0.164,0.04,0.032
1.51E+00,0.192,0.22,0.04,0.052
1.52E+00,0.192,0.168,0.04,0.028
1.53E+00,0.192,0.216,0.04,0.05
1.54E+00,0.192,0.172,0.04,0.034
1.54E+00,0.192,0.216,0.038,0.048
1.55E+00,0.192,0.164,0.04,0.032
1.56E+00,0.192,0.22,0.04,0.05
1.57E+00,0.192,0.172,0.042,0.032
1.57E+00,0.196,0.216,0.04,0.048
1.58E+00,0.196,0.164,0.042,0.032
1.59E+00,0.196,0.22,0.04,0.048
1.60E+00,0.196,0.172,0.042,0.032
1.61E+00,0.196,0.22,0.042,0.048
1.61E+00,0.196,0.168,0.042,0.034
1.62E+00,0.196,0.22,0.042,0.05
1.63E+00,0.196,0.168,0.042,0.034
1.64E+00,0.196,0.22,0.04,0.048
1.64E+00,0.196,0.168,0.04,0.034
1.65E+00,0.196,0.22,0.042,0.048
1.66E+00,0.196,0.164,0.042,0.034
1.67E+00,0.196,0.22,0.042,0.05
1.67E+00,0.196,0.176,0.042,0.03
1.68E+00,0.196,0.224,0.042,0.052
1.69E+00,0.196,0.168,0.042,0.034
1.70E+00,0.196,0.22,0.042,0.05
1.71E+00,0.196,0.176,0.042,0.034
1.71E+00,0.196,0.224,0.044,0.052
1.72E+00,0.196,0.168,0.044,0.034
1.73E+00,0.196,0.22,0.042,0.05
1.74E+00,0.196,0.168,0.042,0.034
1.74E+00,0.196,0.224,0.042,0.05
1.75E+00,0.196,0.172,0.044,0.036
1.76E+00,0.2,0.22,0.044,0.05
1.77E+00,0.2,0.168,0.044,0.034
1.77E+00,0.2,0.224,0.044,0.05
1.78E+00,0.2,0.172,0.044,0.036
1.79E+00,0.2,0.22,0.044,0.05
1.80E+00,0.2,0.172,0.042,0.036
1.80E+00,0.2,0.224,0.044,0.052
1.81E+00,0.2,0.172,0.046,0.038
1.82E+00,0.2,0.224,0.044,0.054
1.83E+00,0.2,0.168,0.044,0.034
1.84E+00,0.2,0.224,0.044,0.056
1.84E+00,0.2,0.176,0.044,0.026
1.85E+00,0.2,0.224,0.046,0.054
1.86E+00,0.2,0.172,0.046,0.038
1.87E+00,0.2,0.224,0.046,0.054
1.87E+00,0.2,0.172,0.046,0.036
1.88E+00,0.2,0.224,0.044,0.056
1.89E+00,0.2,0.172,0.046,0.038
1.90E+00,0.2,0.224,0.046,0.054
1.90E+00,0.2,0.172,0.046,0.04
1.91E+00,0.2,0.228,0.046,0.054
1.92E+00,0.2,0.18,0.046,0.038
1.93E+00,0.2,0.224,0.046,0.054
1.94E+00,0.2,0.172,0.046,0.038
1.94E+00,0.2,0.224,0.046,0.054
1.95E+00,0.2,0.18,0.046,0.038
1.96E+00,0.204,0.228,0.048,0.054
1.97E+00,0.204,0.172,0.048,0.038
1.97E+00,0.2,0.224,0.048,0.056
1.98E+00,0.2,0.18,0.046,0.04
1.99E+00,0.204,0.228,0.048,0.054
2.00E+00,0.204,0.172,0.048,0.038
2.00E+00,0.204,0.228,0.05,0.058
2.01E+00,0.204,0.176,0.05,0.04
2.02E+00,0.204,0.228,0.048,0.056
2.03E+00,0.204,0.18,0.048,0.04
2.04E+00,0.204,0.228,0.05,0.058
2.04E+00,0.204,0.172,0.048,0.042
2.05E+00,0.204,0.228,0.05,0.056
2.06E+00,0.204,0.184,0.05,0.042
2.07E+00,0.204,0.228,0.05,0.056
2.07E+00,0.204,0.176,0.05,0.042
2.08E+00,0.204,0.228,0.05,0.058
2.09E+00,0.204,0.184,0.05,0.044
2.10E+00,0.204,0.228,0.05,0.058
2.10E+00,0.204,0.176,0.052,0.044
2.11E+00,0.204,0.228,0.05,0.058
2.12E+00,0.204,0.176,0.05,0.044
2.13E+00,0.204,0.228,0.048,0.058
2.14E+00,0.204,0.18,0.052,0.044
2.14E+00,0.204,0.228,0.052,0.062
2.15E+00,0.204,0.176,0.052,0.04
2.16E+00,0.204,0.232,0.052,0.062
2.17E+00,0.204,0.184,0.052,0.044
2.17E+00,0.208,0.232,0.052,0.06
2.18E+00,0.204,0.176,0.052,0.044
2.19E+00,0.208,0.232,0.052,0.062
2.20E+00,0.208,0.184,0.052,0.044
2.20E+00,0.208,0.232,0.054,0.062
2.21E+00,0.208,0.176,0.052,0.044
2.22E+00,0.208,0.232,0.054,0.062
2.23E+00,0.208,0.18,0.052,0.044
2.24E+00,0.208,0.232,0.054,0.06
2.24E+00,0.208,0.18,0.054,0.046
2.25E+00,0.208,0.228,0.054,0.06
2.26E+00,0.208,0.176,0.054,0.046
2.27E+00,0.208,0.232,0.054,0.062
2.27E+00,0.208,0.18,0.054,0.046
2.28E+00,0.208,0.232,0.054,0.064
2.29E+00,0.208,0.18,0.054,0.046
2.30E+00,0.208,0.232,0.056,0.064
2.30E+00,0.208,0.18,0.056,0.044
2.31E+00,0.208,0.232,0.056,0.068
2.32E+00,0.208,0.18,0.056,0.046
2.33E+00,0.208,0.232,0.054,0.066
2.33E+00,0.208,0.188,0.056,0.048
2.34E+00,0.208,0.236,0.056,0.064
2.35E+00,0.208,0.18,0.056,0.048
2.36E+00,0.208,0.232,0.056,0.064
2.37E+00,0.208,0.188,0.056,0.048
2.37E+00,0.208,0.232,0.056,0.064
2.38E+00,0.212,0.184,0.056,0.048
2.39E+00,0.208,0.236,0.058,0.064
2.40E+00,0.212,0.18,0.058,0.05
2.40E+00,0.212,0.236,0.058,0.064
2.41E+00,0.212,0.184,0.058,0.05
2.42E+00,0.212,0.236,0.056,0.064
2.43E+00,0.212,0.184,0.056,0.05
2.43E+00,0.212,0.236,0.058,0.066
2.44E+00,0.212,0.192,0.058,0.05
2.45E+00,0.212,0.236,0.06,0.066
2.46E+00,0.212,0.184,0.058,0.05
2.47E+00,0.212,0.236,0.058,0.068
2.47E+00,0.212,0.188,0.058,0.042
2.48E+00,0.212,0.236,0.06,0.07
2.49E+00,0.212,0.184,0.06,0.05
2.50E+00,0.212,0.236,0.06,0.068
2.50E+00,0.212,0.188,0.06,0.05
2.51E+00,0.212,0.236,0.06,0.07
2.52E+00,0.212,0.188,0.058,0.052
2.53E+00,0.212,0.236,0.058,0.068
2.53E+00,0.212,0.184,0.06,0.052
2.54E+00,0.212,0.24,0.062,0.068
2.55E+00,0.212,0.192,0.062,0.054
2.56E+00,0.212,0.236,0.062,0.068
2.57E+00,0.212,0.184,0.06,0.054
2.57E+00,0.216,0.236,0.06,0.07
2.58E+00,0.216,0.192,0.062,0.052
2.59E+00,0.212,0.236,0.062,0.068
2.60E+00,0.212,0.184,0.062,0.054
2.60E+00,0.216,0.236,0.064,0.07
2.61E+00,0.216,0.184,0.062,0.052
2.62E+00,0.216,0.24,0.062,0.072
2.63E+00,0.216,0.188,0.062,0.052
2.63E+00,0.216,0.236,0.064,0.076
2.64E+00,0.216,0.188,0.064,0.054
2.65E+00,0.216,0.24,0.062,0.074
2.66E+00,0.216,0.188,0.064,0.056
2.67E+00,0.216,0.236,0.062,0.072
2.67E+00,0.216,0.188,0.064,0.056
2.68E+00,0.216,0.24,0.064,0.074
2.69E+00,0.216,0.192,0.064,0.056
2.70E+00,0.216,0.24,0.066,0.072
2.70E+00,0.216,0.188,0.064,0.058
2.71E+00,0.216,0.24,0.064,0.072
2.72E+00,0.216,0.196,0.064,0.058
2.73E+00,0.216,0.24,0.066,0.072
2.73E+00,0.216,0.188,0.066,0.058
2.74E+00,0.216,0.24,0.066,0.072
2.75E+00,0.216,0.188,0.066,0.058
2.76E+00,0.216,0.24,0.066,0.074
2.77E+00,0.216,0.188,0.066,0.056
2.77E+00,0.216,0.24,0.066,0.076
2.78E+00,0.216,0.188,0.068,0.06
2.79E+00,0.22,0.24,0.07,0.074
2.80E+00,0.216,0.188,0.068,0.056
2.80E+00,0.216,0.244,0.068,0.078
2.81E+00,0.22,0.188,0.066,0.06
2.82E+00,0.22,0.24,0.068,0.076
2.83E+00,0.22,0.196,0.068,0.06
2.83E+00,0.22,0.24,0.07,0.078
2.84E+00,0.22,0.188,0.07,0.058
2.85E+00,0.22,0.24,0.07,0.076
2.86E+00,0.22,0.196,0.07,0.062
2.86E+00,0.22,0.244,0.068,0.076
2.87E+00,0.22,0.188,0.07,0.062
2.88E+00,0.22,0.244,0.07,0.08
2.89E+00,0.22,0.196,0.072,0.062
2.90E+00,0.22,0.244,0.072,0.076
2.90E+00,0.22,0.2,0.072,0.062
2.91E+00,0.22,0.248,0.07,0.078
2.92E+00,0.22,0.192,0.072,0.062
2.93E+00,0.22,0.244,0.072,0.078
2.93E+00,0.22,0.196,0.074,0.064
2.94E+00,0.22,0.244,0.072,0.082
2.95E+00,0.22,0.192,0.072,0.062
2.96E+00,0.22,0.244,0.072,0.084
2.96E+00,0.22,0.2,0.072,0.066
2.97E+00,0.22,0.244,0.072,0.082
2.98E+00,0.22,0.192,0.074,0.064
2.99E+00,0.22,0.244,0.074,0.084
3.00E+00,0.22,0.2,0.074,0.066
3.00E+00,0.22,0.244,0.074,0.082
3.01E+00,0.224,0.196,0.074,0.066
3.02E+00,0.224,0.244,0.074,0.082
3.03E+00,0.224,0.192,0.074,0.066
3.03E+00,0.224,0.248,0.076,0.082
3.04E+00,0.224,0.196,0.076,0.066
3.05E+00,0.224,0.248,0.076,0.084
3.06E+00,0.224,0.192,0.074,0.066
3.06E+00,0.224,0.244,0.076,0.082
3.07E+00,0.224,0.204,0.076,0.068
3.08E+00,0.224,0.248,0.076,0.086
3.09E+00,0.224,0.196,0.076,0.068
3.10E+00,0.224,0.244,0.076,0.084
3.10E+00,0.224,0.196,0.078,0.066
3.11E+00,0.224,0.248,0.076,0.09
3.12E+00,0.224,0.196,0.078,0.058
3.13E+00,0.224,0.244,0.078,0.088
3.13E+00,0.224,0.196,0.078,0.07
3.14E+00,0.224,0.248,0.078,0.088
3.15E+00,0.224,0.2,0.078,0.07
3.16E+00,0.224,0.248,0.078,0.09
3.16E+00,0.224,0.196,0.08,0.07
3.17E+00,0.224,0.248,0.08,0.086
3.18E+00,0.224,0.2,0.08,0.072
3.19E+00,0.224,0.252,0.08,0.088
3.20E+00,0.224,0.2,0.08,0.07
3.20E+00,0.224,0.248,0.08,0.088
3.21E+00,0.224,0.204,0.08,0.072
3.22E+00,0.224,0.248,0.08,0.088
3.23E+00,0.228,0.196,0.082,0.074
3.23E+00,0.224,0.248,0.082,0.088
3.24E+00,0.228,0.204,0.08,0.074
3.25E+00,0.228,0.248,0.082,0.092
3.26E+00,0.228,0.196,0.08,0.074
3.26E+00,0.228,0.252,0.082,0.09
3.27E+00,0.228,0.2,0.082,0.07
3.28E+00,0.228,0.248,0.084,0.096
3.29E+00,0.228,0.2,0.084,0.074
3.29E+00,0.228,0.252,0.084,0.092
3.30E+00,0.228,0.2,0.082,0.076
3.31E+00,0.228,0.252,0.084,0.094
3.32E+00,0.228,0.204,0.084,0.076
3.33E+00,0.228,0.252,0.086,0.092
3.33E+00,0.228,0.2,0.086,0.076
3.34E+00,0.228,0.252,0.084,0.092
3.35E+00,0.228,0.208,0.086,0.078
3.36E+00,0.228,0.252,0.084,0.094
3.36E+00,0.228,0.2,0.086,0.078
3.37E+00,0.228,0.252,0.086,0.094
3.38E+00,0.228,0.2,0.088,0.08
3.39E+00,0.228,0.252,0.086,0.094
3.39E+00,0.228,0.204,0.088,0.08
3.40E+00,0.228,0.252,0.086,0.094
3.41E+00,0.228,0.2,0.086,0.078
3.42E+00,0.228,0.252,0.088,0.098
3.43E+00,0.228,0.208,0.09,0.076
3.43E+00,0.228,0.256,0.088,0.1
3.44E+00,0.228,0.2,0.088,0.082
3.45E+00,0.228,0.252,0.086,0.098
3.46E+00,0.232,0.208,0.09,0.082
3.46E+00,0.232,0.256,0.09,0.1
3.47E+00,0.232,0.204,0.09,0.082
3.48E+00,0.232,0.252,0.09,0.1
3.49E+00,0.232,0.204,0.09,0.084
3.49E+00,0.232,0.256,0.09,0.098
3.50E+00,0.232,0.204,0.09,0.084
3.51E+00,0.232,0.252,0.092,0.098
3.52E+00,0.232,0.204,0.092,0.084
3.53E+00,0.232,0.256,0.092,0.1
3.53E+00,0.232,0.208,0.092,0.086
3.54E+00,0.232,0.256,0.092,0.1
3.55E+00,0.232,0.204,0.092,0.084
3.56E+00,0.232,0.256,0.092,0.1
3.56E+00,0.232,0.208,0.094,0.086
3.57E+00,0.232,0.256,0.096,0.104
3.58E+00,0.232,0.204,0.094,0.084
3.59E+00,0.232,0.256,0.094,0.106
3.59E+00,0.232,0.208,0.094,0.086
3.60E+00,0.232,0.256,0.094,0.104
3.61E+00,0.232,0.204,0.096,0.088
3.62E+00,0.232,0.256,0.096,0.104
3.63E+00,0.232,0.208,0.096,0.088
3.63E+00,0.236,0.256,0.096,0.106
3.64E+00,0.232,0.208,0.096,0.088
3.65E+00,0.236,0.256,0.096,0.104
3.66E+00,0.236,0.204,0.098,0.088
3.66E+00,0.236,0.256,0.098,0.104
3.67E+00,0.236,0.208,0.1,0.09
3.68E+00,0.236,0.26,0.098,0.104
3.69E+00,0.236,0.208,0.098,0.09
3.69E+00,0.236,0.256,0.098,0.104
3.70E+00,0.236,0.212,0.1,0.09
3.71E+00,0.236,0.26,0.098,0.106
3.72E+00,0.236,0.208,0.1,0.092
3.73E+00,0.236,0.256,0.1,0.108
3.73E+00,0.236,0.216,0.1,0.094
3.74E+00,0.236,0.26,0.1,0.108
3.75E+00,0.236,0.208,0.1,0.084
3.76E+00,0.236,0.26,0.1,0.114
3.76E+00,0.236,0.216,0.102,0.094
3.77E+00,0.236,0.256,0.102,0.112
3.78E+00,0.236,0.208,0.102,0.094
3.79E+00,0.236,0.26,0.102,0.112
3.79E+00,0.236,0.208,0.102,0.094
3.80E+00,0.236,0.26,0.104,0.11
3.81E+00,0.236,0.216,0.104,0.096
3.82E+00,0.236,0.26,0.106,0.11
3.82E+00,0.236,0.208,0.104,0.096
3.83E+00,0.236,0.26,0.104,0.112
3.84E+00,0.236,0.216,0.104,0.098
3.85E+00,0.236,0.26,0.104,0.112
3.86E+00,0.236,0.208,0.106,0.098
3.86E+00,0.236,0.264,0.106,0.112
3.87E+00,0.236,0.216,0.106,0.098
3.88E+00,0.24,0.264,0.106,0.114
3.89E+00,0.24,0.212,0.106,0.1
3.89E+00,0.24,0.264,0.106,0.116
3.90E+00,0.236,0.208,0.108,0.096
3.91E+00,0.24,0.264,0.108,0.12
3.92E+00,0.24,0.216,0.11,0.102
3.92E+00,0.24,0.264,0.108,0.118
3.93E+00,0.24,0.212,0.108,0.102
3.94E+00,0.24,0.264,0.108,0.118
3.95E+00,0.24,0.22,0.11,0.102
3.96E+00,0.24,0.26,0.11,0.118
3.96E+00,0.24,0.212,0.112,0.102
3.97E+00,0.24,0.264,0.11,0.118
3.98E+00,0.24,0.212,0.112,0.104
3.99E+00,0.24,0.264,0.11,0.12
3.99E+00,0.24,0.216,0.112,0.104
4.00E+00,0.24,0.264,0.112,0.118
4.01E+00,0.24,0.212,0.112,0.104
4.02E+00,0.24,0.264,0.114,0.12
4.02E+00,0.24,0.212,0.112,0.106
4.03E+00,0.24,0.264,0.114,0.12
4.04E+00,0.24,0.212,0.114,0.106
4.05E+00,0.24,0.264,0.114,0.124
4.06E+00,0.24,0.216,0.114,0.106
4.06E+00,0.24,0.268,0.116,0.122
4.07E+00,0.24,0.212,0.116,0.102
4.08E+00,0.24,0.264,0.116,0.126
4.09E+00,0.24,0.22,0.116,0.11
4.09E+00,0.24,0.268,0.116,0.124
