Model,DPO2012,,,
Firmware Version,1.39,,,
,,,,
Point Format,Y,,,
Horizontal Units,S,,,
Horizontal Scale,4,,,
Sample Interval,0.00768049,,,
Filter Frequency,14,,,
Record Length,5200,,,
Gating,0.0% to 100.0%,,0.0% to 100.0%,
Probe Attenuation,1,,1,
Vertical Units,V,,V,
Vertical Offset,0,,0,
Vertical Scale,0.1,,0.5,
Label,,,,
TIME,CH1,CH1 Peak Detect,CH2,CH2 Peak Detect
-1.02E+01,-0.096,-0.14,-0.19,-0.39
-1.02E+01,-0.096,-0.044,-0.19,0.01
-1.02E+01,-0.096,-0.148,-0.19,-0.39
-1.02E+01,-0.096,-0.044,-0.19,0.01
-1.02E+01,-0.096,-0.14,-0.19,-0.39
-1.02E+01,-0.096,-0.044,-0.19,0.01
-1.02E+01,-0.096,-0.148,-0.19,-0.39
-1.02E+01,-0.096,-0.048,-0.19,0.01
-1.02E+01,-0.096,-0.14,-0.19,-0.39
-1.02E+01,-0.092,-0.04,-0.19,0.01
-1.01E+01,-0.092,-0.148,-0.19,-0.39
-1.01E+01,-0.092,-0.048,-0.19,0.01
-1.01E+01,-0.092,-0.148,-0.19,-0.39
-1.01E+01,-0.092,-0.044,-0.19,0.01
-1.01E+01,-0.092,-0.144,-0.19,-0.39
-1.01E+01,-0.092,-0.052,-0.19,0.01
-1.01E+01,-0.092,-0.148,-0.19,-0.39
-1.01E+01,-0.092,-0.044,-0.19,0.01
-1.01E+01,-0.092,-0.144,-0.19,-0.39
-1.01E+01,-0.092,-0.048,-0.19,0.01
-1.01E+01,-0.092,-0.148,-0.19,-0.39
-1.01E+01,-0.092,-0.048,-0.19,0.01
-1.01E+01,-0.092,-0.144,-0.19,-0.39
-1.00E+01,-0.092,-0.04,-0.19,0.01
-1.00E+01,-0.092,-0.148,-0.19,-0.39
-1.00E+01,-0.092,-0.048,-0.19,0.01
-1.00E+01,-0.092,-0.14,-0.19,-0.39
-1.00E+01,-0.092,-0.04,-0.19,0.01
-1.00E+01,-0.092,-0.148,-0.19,-0.39
-1.00E+01,-0.092,-0.048,-0.19,0.01
-9.99E+00,-0.092,-0.14,-0.19,-0.39
-9.98E+00,-0.092,-0.048,-0.19,0.01
-9.98E+00,-0.092,-0.144,-0.19,-0.39
-9.97E+00,-0.092,-0.04,-0.19,0.01
-9.96E+00,-0.092,-0.144,-0.19,-0.39
-9.95E+00,-0.092,-0.048,-0.19,0.01
-9.95E+00,-0.092,-0.144,-0.19,-0.39
-9.94E+00,-0.092,-0.04,-0.19,0.03
-9.93E+00,-0.092,-0.144,-0.19,-0.39
-9.92E+00,-0.092,-0.048,-0.19,0.03
-9.92E+00,-0.092,-0.136,-0.19,-0.39
-9.91E+00,-0.092,-0.04,-0.19,0.03
-9.90E+00,-0.092,-0.144,-0.19,-0.39
-9.89E+00,-0.092,-0.048,-0.19,0.03
-9.88E+00,-0.092,-0.136,-0.19,-0.39
-9.88E+00,-0.092,-0.04,-0.19,0.03
-9.87E+00,-0.092,-0.144,-0.19,-0.39
-9.86E+00,-0.092,-0.044,-0.19,0.01
-9.85E+00,-0.092,-0.14,-0.19,-0.39
-9.85E+00,-0.092,-0.04,-0.19,0.03
-9.84E+00,-0.092,-0.144,-0.19,-0.39
-9.83E+00,-0.092,-0.04,-0.19,0.01
-9.82E+00,-0.092,-0.14,-0.19,-0.39
-9.82E+00,-0.092,-0.044,-0.19,0.01
-9.81E+00,-0.092,-0.14,-0.19,-0.39
-9.80E+00,-0.092,-0.04,-0.19,0.01
-9.79E+00,-0.092,-0.144,-0.19,-0.39
-9.78E+00,-0.092,-0.048,-0.19,0.03
-9.78E+00,-0.092,-0.136,-0.19,-0.39
-9.77E+00,-0.092,-0.04,-0.19,0.03
-9.76E+00,-0.092,-0.144,-0.19,-0.39
-9.75E+00,-0.092,-0.048,-0.19,0.01
-9.75E+00,-0.092,-0.136,-0.19,-0.39
-9.74E+00,-0.092,-0.04,-0.19,0.03
-9.73E+00,-0.092,-0.136,-0.19,-0.39
-9.72E+00,-0.092,-0.052,-0.19,0.03
-9.72E+00,-0.092,-0.144,-0.19,-0.39
-9.71E+00,-0.092,-0.04,-0.19,0.03
-9.70E+00,-0.092,-0.144,-0.19,-0.39
-9.69E+00,-0.092,-0.044,-0.19,0.03
-9.69E+00,-0.092,-0.144,-0.19,-0.39
-9.68E+00,-0.092,-0.04,-0.19,0.03
-9.67E+00,-0.092,-0.14,-0.19,-0.39
-9.66E+00,-0.092,-0.04,-0.19,0.03
-9.65E+00,-0.092,-0.144,-0.19,-0.39
-9.65E+00,-0.092,-0.048,-0.19,0.03
-9.64E+00,-0.092,-0.136,-0.19,-0.39
-9.63E+00,-0.092,-0.04,-0.19,0.01
-9.62E+00,-0.092,-0.144,-0.19,-0.39
-9.62E+00,-0.088,-0.048,-0.19,0.03
-9.61E+00,-0.088,-0.14,-0.19,-0.39
-9.60E+00,-0.088,-0.04,-0.19,0.03
-9.59E+00,-0.088,-0.14,-0.19,-0.39
-9.59E+00,-0.088,-0.048,-0.19,0.03
-9.58E+00,-0.088,-0.14,-0.19,-0.39
-9.57E+00,-0.088,-0.044,-0.19,0.03
-9.56E+00,-0.088,-0.136,-0.17,-0.37
-9.55E+00,-0.088,-0.04,-0.17,0.03
-9.55E+00,-0.088,-0.144,-0.17,-0.37
-9.54E+00,-0.088,-0.044,-0.17,0.03
-9.53E+00,-0.088,-0.136,-0.17,-0.37
-9.52E+00,-0.088,-0.04,-0.17,0.03
-9.52E+00,-0.088,-0.14,-0.17,-0.37
-9.51E+00,-0.088,-0.048,-0.17,0.03
-9.50E+00,-0.088,-0.136,-0.17,-0.37
-9.49E+00,-0.088,-0.04,-0.17,0.03
-9.49E+00,-0.088,-0.14,-0.17,-0.35
-9.48E+00,-0.088,-0.04,-0.15,0.05
-9.47E+00,-0.088,-0.136,-0.15,-0.35
-9.46E+00,-0.088,-0.04,-0.15,0.05
-9.45E+00,-0.088,-0.14,-0.15,-0.35
-9.45E+00,-0.088,-0.036,-0.15,0.05
-9.44E+00,-0.088,-0.136,-0.15,-0.35
-9.43E+00,-0.088,-0.048,-0.15,0.05
-9.42E+00,-0.088,-0.136,-0.15,-0.35
-9.42E+00,-0.088,-0.036,-0.15,0.05
-9.41E+00,-0.088,-0.14,-0.15,-0.35
-9.40E+00,-0.088,-0.044,-0.15,0.05
-9.39E+00,-0.088,-0.136,-0.15,-0.35
-9.39E+00,-0.088,-0.036,-0.15,0.07
-9.38E+00,-0.088,-0.144,-0.15,-0.35
-9.37E+00,-0.088,-0.044,-0.15,0.07
-9.36E+00,-0.088,-0.136,-0.13,-0.35
-9.35E+00,-0.088,-0.04,-0.15,0.07
-9.35E+00,-0.088,-0.136,-0.13,-0.33
-9.34E+00,-0.088,-0.04,-0.15,0.07
-9.33E+00,-0.088,-0.14,-0.15,-0.33
-9.32E+00,-0.088,-0.036,-0.15,0.07
-9.32E+00,-0.088,-0.136,-0.15,-0.33
-9.31E+00,-0.088,-0.036,-0.15,0.07
-9.30E+00,-0.088,-0.14,-0.15,-0.35
-9.29E+00,-0.088,-0.036,-0.15,0.07
-9.29E+00,-0.088,-0.136,-0.15,-0.35
-9.28E+00,-0.088,-0.036,-0.15,0.07
-9.27E+00,-0.088,-0.14,-0.15,-0.35
-9.26E+00,-0.088,-0.044,-0.15,0.07
-9.26E+00,-0.088,-0.132,-0.15,-0.35
-9.25E+00,-0.088,-0.036,-0.15,0.05
-9.24E+00,-0.088,-0.14,-0.15,-0.35
-9.23E+00,-0.088,-0.044,-0.15,0.05
-9.22E+00,-0.088,-0.14,-0.15,-0.35
-9.22E+00,-0.088,-0.036,-0.15,0.05
-9.21E+00,-0.088,-0.136,-0.15,-0.35
-9.20E+00,-0.088,-0.048,-0.17,0.05
-9.19E+00,-0.088,-0.14,-0.17,-0.37
-9.19E+00,-0.088,-0.036,-0.17,0.05
-9.18E+00,-0.088,-0.136,-0.17,-0.37
-9.17E+00,-0.088,-0.044,-0.17,0.03
-9.16E+00,-0.088,-0.14,-0.17,-0.37
-9.16E+00,-0.088,-0.044,-0.17,0.03
-9.15E+00,-0.088,-0.136,-0.17,-0.37
-9.14E+00,-0.088,-0.036,-0.19,0.03
-9.13E+00,-0.088,-0.14,-0.19,-0.39
-9.12E+00,-0.088,-0.044,-0.19,0.03
-9.12E+00,-0.084,-0.132,-0.19,-0.39
-9.11E+00,-0.084,-0.036,-0.19,0.01
-9.10E+00,-0.084,-0.14,-0.19,-0.39
-9.09E+00,-0.084,-0.04,-0.19,0.01
-9.09E+00,-0.084,-0.128,-0.19,-0.39
-9.08E+00,-0.084,-0.044,-0.19,0.01
-9.07E+00,-0.084,-0.136,-0.21,-0.39
-9.06E+00,-0.084,-0.032,-0.21,0.01
-9.06E+00,-0.084,-0.136,-0.21,-0.41
-9.05E+00,-0.084,-0.044,-0.21,0.01
-9.04E+00,-0.084,-0.136,-0.21,-0.41
-9.03E+00,-0.084,-0.032,-0.21,0.01
-9.02E+00,-0.084,-0.14,-0.21,-0.41
-9.02E+00,-0.084,-0.04,-0.21,0.01
-9.01E+00,-0.084,-0.132,-0.21,-0.41
-9.00E+00,-0.084,-0.032,-0.21,0.01
-8.99E+00,-0.084,-0.136,-0.21,-0.41
-8.99E+00,-0.084,-0.04,-0.21,0.01
-8.98E+00,-0.084,-0.132,-0.21,-0.41
-8.97E+00,-0.084,-0.032,-0.21,-0.00999999
-8.96E+00,-0.084,-0.136,-0.21,-0.41
-8.96E+00,-0.084,-0.036,-0.21,-0.00999999
-8.95E+00,-0.084,-0.132,-0.21,-0.41
-8.94E+00,-0.084,-0.036,-0.21,0.01
-8.93E+00,-0.084,-0.132,-0.21,-0.41
-8.92E+00,-0.084,-0.032,-0.21,0.01
-8.92E+00,-0.084,-0.14,-0.21,-0.41
-8.91E+00,-0.084,-0.04,-0.21,0.01
-8.90E+00,-0.084,-0.132,-0.21,-0.41
-8.89E+00,-0.084,-0.032,-0.21,0.01
-8.89E+00,-0.084,-0.136,-0.21,-0.41
-8.88E+00,-0.084,-0.04,-0.21,0.01
-8.87E+00,-0.084,-0.132,-0.21,-0.41
-8.86E+00,-0.084,-0.032,-0.21,0.01
-8.86E+00,-0.084,-0.136,-0.21,-0.41
-8.85E+00,-0.084,-0.044,-0.21,0.01
-8.84E+00,-0.084,-0.136,-0.21,-0.41
-8.83E+00,-0.084,-0.032,-0.21,0.01
-8.82E+00,-0.084,-0.128,-0.21,-0.41
-8.82E+00,-0.084,-0.044,-0.21,0.01
-8.81E+00,-0.084,-0.136,-0.21,-0.41
-8.80E+00,-0.084,-0.032,-0.21,0.01
-8.79E+00,-0.084,-0.132,-0.21,-0.41
-8.79E+00,-0.084,-0.036,-0.21,-0.00999999
-8.78E+00,-0.084,-0.136,-0.21,-0.41
-8.77E+00,-0.084,-0.04,-0.21,0.01
-8.76E+00,-0.084,-0.132,-0.21,-0.41
-8.76E+00,-0.084,-0.032,-0.21,-0.00999999
-8.75E+00,-0.084,-0.132,-0.21,-0.41
-8.74E+00,-0.084,-0.04,-0.21,-0.00999999
-8.73E+00,-0.084,-0.128,-0.21,-0.41
-8.73E+00,-0.084,-0.032,-0.21,-0.00999999
-8.72E+00,-0.084,-0.136,-0.21,-0.41
-8.71E+00,-0.084,-0.04,-0.21,0.01
-8.70E+00,-0.084,-0.136,-0.21,-0.41
-8.69E+00,-0.084,-0.036,-0.21,0.01
-8.69E+00,-0.084,-0.132,-0.21,-0.39
-8.68E+00,-0.084,-0.032,-0.21,0.01
-8.67E+00,-0.084,-0.136,-0.21,-0.39
-8.66E+00,-0.084,-0.04,-0.19,0.01
-8.66E+00,-0.084,-0.132,-0.19,-0.39
-8.65E+00,-0.084,-0.032,-0.19,0.01
-8.64E+00,-0.084,-0.136,-0.19,-0.39
-8.63E+00,-0.084,-0.04,-0.19,0.01
-8.63E+00,-0.084,-0.128,-0.19,-0.39
-8.62E+00,-0.084,-0.032,-0.19,0.01
-8.61E+00,-0.084,-0.136,-0.19,-0.39
-8.60E+00,-0.084,-0.032,-0.19,0.01
-8.59E+00,-0.084,-0.128,-0.19,-0.39
-8.59E+00,-0.08,-0.032,-0.19,0.01
-8.58E+00,-0.08,-0.136,-0.19,-0.39
-8.57E+00,-0.08,-0.032,-0.19,0.01
-8.56E+00,-0.08,-0.128,-0.19,-0.39
-8.56E+00,-0.08,-0.036,-0.19,0.03
-8.55E+00,-0.08,-0.132,-0.19,-0.39
-8.54E+00,-0.08,-0.032,-0.19,0.03
-8.53E+00,-0.08,-0.132,-0.19,-0.37
-8.53E+00,-0.08,-0.04,-0.19,0.03
-8.52E+00,-0.08,-0.128,-0.19,-0.39
-8.51E+00,-0.08,-0.028,-0.19,0.03
-8.50E+00,-0.08,-0.132,-0.19,-0.37
-8.49E+00,-0.08,-0.036,-0.19,0.01
-8.49E+00,-0.08,-0.128,-0.19,-0.37
-8.48E+00,-0.08,-0.028,-0.19,0.03
-8.47E+00,-0.08,-0.132,-0.19,-0.39
-8.46E+00,-0.08,-0.036,-0.19,0.03
-8.46E+00,-0.08,-0.128,-0.19,-0.39
-8.45E+00,-0.08,-0.032,-0.19,0.01
-8.44E+00,-0.08,-0.128,-0.19,-0.39
-8.43E+00,-0.08,-0.032,-0.19,0.03
-8.43E+00,-0.08,-0.132,-0.19,-0.39
-8.42E+00,-0.08,-0.032,-0.19,0.01
-8.41E+00,-0.08,-0.128,-0.19,-0.39
-8.40E+00,-0.08,-0.032,-0.19,0.01
-8.39E+00,-0.08,-0.132,-0.19,-0.39
-8.39E+00,-0.08,-0.032,-0.19,0.01
-8.38E+00,-0.08,-0.128,-0.19,-0.39
-8.37E+00,-0.08,-0.032,-0.19,0.01
-8.36E+00,-0.08,-0.132,-0.19,-0.39
-8.36E+00,-0.08,-0.036,-0.19,0.01
-8.35E+00,-0.08,-0.132,-0.19,-0.39
-8.34E+00,-0.08,-0.028,-0.19,0.01
-8.33E+00,-0.08,-0.132,-0.19,-0.39
-8.33E+00,-0.08,-0.036,-0.19,0.01
-8.32E+00,-0.08,-0.136,-0.19,-0.39
-8.31E+00,-0.08,-0.028,-0.19,0.01
-8.30E+00,-0.08,-0.128,-0.19,-0.39
-8.29E+00,-0.08,-0.04,-0.19,0.01
-8.29E+00,-0.08,-0.132,-0.19,-0.39
-8.28E+00,-0.08,-0.036,-0.19,0.01
-8.27E+00,-0.08,-0.132,-0.21,-0.41
-8.26E+00,-0.08,-0.028,-0.21,0.01
-8.26E+00,-0.08,-0.132,-0.21,-0.39
-8.25E+00,-0.08,-0.036,-0.21,0.01
-8.24E+00,-0.08,-0.128,-0.21,-0.41
-8.23E+00,-0.08,-0.028,-0.21,0.01
-8.23E+00,-0.08,-0.132,-0.21,-0.41
-8.22E+00,-0.08,-0.036,-0.21,0.01
-8.21E+00,-0.08,-0.128,-0.21,-0.41
-8.20E+00,-0.08,-0.032,-0.21,-0.00999999
-8.20E+00,-0.08,-0.132,-0.21,-0.41
-8.19E+00,-0.08,-0.028,-0.21,-0.00999999
-8.18E+00,-0.08,-0.128,-0.21,-0.41
-8.17E+00,-0.08,-0.036,-0.21,-0.00999999
-8.16E+00,-0.08,-0.132,-0.21,-0.41
-8.16E+00,-0.08,-0.028,-0.21,-0.00999999
-8.15E+00,-0.08,-0.132,-0.21,-0.41
-8.14E+00,-0.08,-0.036,-0.21,0.01
-8.13E+00,-0.08,-0.124,-0.21,-0.41
-8.13E+00,-0.08,-0.028,-0.21,0.01
-8.12E+00,-0.08,-0.128,-0.21,-0.41
-8.11E+00,-0.08,-0.032,-0.19,0.01
-8.10E+00,-0.08,-0.124,-0.19,-0.39
-8.10E+00,-0.076,-0.028,-0.19,0.01
-8.09E+00,-0.076,-0.132,-0.19,-0.39
-8.08E+00,-0.076,-0.032,-0.19,0.01
-8.07E+00,-0.076,-0.128,-0.19,-0.41
-8.06E+00,-0.076,-0.028,-0.19,0.01
-8.06E+00,-0.076,-0.124,-0.19,-0.39
-8.05E+00,-0.076,-0.028,-0.19,0.01
-8.04E+00,-0.076,-0.132,-0.19,-0.39
-8.03E+00,-0.076,-0.032,-0.19,0.01
-8.03E+00,-0.076,-0.124,-0.19,-0.39
-8.02E+00,-0.076,-0.028,-0.19,0.01
-8.01E+00,-0.076,-0.132,-0.19,-0.39
-8.00E+00,-0.076,-0.032,-0.19,0.01
-8.00E+00,-0.076,-0.124,-0.19,-0.39
-7.99E+00,-0.076,-0.024,-0.19,0.01
-7.98E+00,-0.076,-0.128,-0.19,-0.39
-7.97E+00,-0.076,-0.036,-0.19,0.01
-7.96E+00,-0.076,-0.128,-0.19,-0.39
-7.96E+00,-0.076,-0.028,-0.19,0.01
-7.95E+00,-0.076,-0.124,-0.19,-0.39
-7.94E+00,-0.076,-0.04,-0.19,0.01
-7.93E+00,-0.076,-0.132,-0.19,-0.39
-7.93E+00,-0.076,-0.024,-0.19,0.01
-7.92E+00,-0.076,-0.128,-0.19,-0.39
-7.91E+00,-0.076,-0.032,-0.19,0.01
-7.90E+00,-0.076,-0.132,-0.19,-0.39
-7.90E+00,-0.076,-0.032,-0.19,0.01
-7.89E+00,-0.076,-0.124,-0.19,-0.39
-7.88E+00,-0.076,-0.024,-0.19,0.01
-7.87E+00,-0.076,-0.128,-0.19,-0.39
-7.86E+00,-0.076,-0.032,-0.19,0.03
-7.86E+00,-0.076,-0.128,-0.19,-0.39
-7.85E+00,-0.076,-0.024,-0.19,0.01
-7.84E+00,-0.076,-0.132,-0.19,-0.39
-7.83E+00,-0.076,-0.032,-0.19,0.03
-7.83E+00,-0.076,-0.124,-0.19,-0.39
-7.82E+00,-0.076,-0.024,-0.19,0.01
-7.81E+00,-0.076,-0.128,-0.19,-0.39
-7.80E+00,-0.076,-0.032,-0.19,0.01
-7.80E+00,-0.076,-0.128,-0.19,-0.39
-7.79E+00,-0.076,-0.032,-0.19,0.01
-7.78E+00,-0.076,-0.124,-0.19,-0.39
-7.77E+00,-0.076,-0.024,-0.19,0.03
-7.77E+00,-0.076,-0.128,-0.19,-0.39
-7.76E+00,-0.076,-0.032,-0.19,0.01
-7.75E+00,-0.076,-0.124,-0.19,-0.39
-7.74E+00,-0.076,-0.024,-0.19,0.03
-7.73E+00,-0.076,-0.128,-0.19,-0.39
-7.73E+00,-0.076,-0.032,-0.19,0.01
-7.72E+00,-0.076,-0.12,-0.19,-0.39
-7.71E+00,-0.076,-0.024,-0.19,0.01
-7.70E+00,-0.076,-0.128,-0.19,-0.39
-7.70E+00,-0.076,-0.028,-0.19,0.03
-7.69E+00,-0.076,-0.124,-0.19,-0.39
-7.68E+00,-0.076,-0.028,-0.19,0.01
-7.67E+00,-0.076,-0.128,-0.19,-0.39
-7.67E+00,-0.076,-0.024,-0.19,0.03
-7.66E+00,-0.076,-0.12,-0.19,-0.39
-7.65E+00,-0.076,-0.036,-0.19,0.03
-7.64E+00,-0.076,-0.12,-0.19,-0.39
-7.63E+00,-0.076,-0.024,-0.19,0.03
-7.63E+00,-0.076,-0.128,-0.19,-0.39
-7.62E+00,-0.076,-0.032,-0.19,0.03
-7.61E+00,-0.076,-0.12,-0.19,-0.39
-7.60E+00,-0.076,-0.024,-0.19,0.01
-7.60E+00,-0.076,-0.128,-0.19,-0.39
-7.59E+00,-0.076,-0.032,-0.19,0.01
-7.58E+00,-0.076,-0.12,-0.19,-0.39
-7.57E+00,-0.076,-0.02,-0.19,0.03
-7.57E+00,-0.076,-0.124,-0.19,-0.39
-7.56E+00,-0.076,-0.028,-0.19,0.03
-7.55E+00,-0.072,-0.128,-0.19,-0.39
-7.54E+00,-0.072,-0.024,-0.19,0.03
-7.53E+00,-0.072,-0.124,-0.19,-0.39
-7.53E+00,-0.072,-0.028,-0.19,0.03
-7.52E+00,-0.072,-0.128,-0.19,-0.39
-7.51E+00,-0.072,-0.024,-0.19,0.03
-7.50E+00,-0.072,-0.12,-0.19,-0.39
-7.50E+00,-0.072,-0.02,-0.19,0.01
-7.49E+00,-0.072,-0.124,-0.19,-0.39
-7.48E+00,-0.072,-0.032,-0.19,0.03
-7.47E+00,-0.072,-0.12,-0.19,-0.39
-7.47E+00,-0.072,-0.024,-0.19,0.01
-7.46E+00,-0.072,-0.124,-0.19,-0.39
-7.45E+00,-0.072,-0.032,-0.19,0.01
-7.44E+00,-0.072,-0.128,-0.19,-0.39
-7.43E+00,-0.072,-0.024,-0.19,0.01
-7.43E+00,-0.072,-0.12,-0.19,-0.39
-7.42E+00,-0.072,-0.032,-0.19,0.01
-7.41E+00,-0.072,-0.124,-0.19,-0.39
-7.40E+00,-0.072,-0.028,-0.19,0.01
-7.40E+00,-0.072,-0.12,-0.19,-0.39
-7.39E+00,-0.072,-0.024,-0.19,0.01
-7.38E+00,-0.072,-0.124,-0.19,-0.39
-7.37E+00,-0.072,-0.028,-0.19,0.03
-7.37E+00,-0.072,-0.12,-0.19,-0.39
-7.36E+00,-0.072,-0.02,-0.19,0.01
-7.35E+00,-0.072,-0.128,-0.19,-0.39
-7.34E+00,-0.072,-0.028,-0.19,0.03
-7.33E+00,-0.072,-0.116,-0.19,-0.39
-7.33E+00,-0.072,-0.024,-0.19,0.03
-7.32E+00,-0.072,-0.124,-0.19,-0.39
-7.31E+00,-0.072,-0.024,-0.19,0.01
-7.30E+00,-0.072,-0.116,-0.19,-0.39
-7.30E+00,-0.072,-0.032,-0.19,0.03
-7.29E+00,-0.072,-0.128,-0.19,-0.39
-7.28E+00,-0.072,-0.02,-0.19,0.03
-7.27E+00,-0.072,-0.124,-0.19,-0.39
-7.27E+00,-0.072,-0.028,-0.19,0.03
-7.26E+00,-0.072,-0.12,-0.19,-0.39
-7.25E+00,-0.072,-0.02,-0.19,0.03
-7.24E+00,-0.072,-0.128,-0.19,-0.39
-7.24E+00,-0.072,-0.028,-0.19,0.03
-7.23E+00,-0.072,-0.116,-0.19,-0.39
-7.22E+00,-0.072,-0.02,-0.19,0.03
-7.21E+00,-0.072,-0.124,-0.19,-0.39
-7.20E+00,-0.072,-0.028,-0.19,0.01
-7.20E+00,-0.072,-0.12,-0.19,-0.39
-7.19E+00,-0.072,-0.02,-0.19,0.03
-7.18E+00,-0.072,-0.12,-0.19,-0.39
-7.17E+00,-0.072,-0.02,-0.19,0.03
-7.17E+00,-0.072,-0.124,-0.19,-0.39
-7.16E+00,-0.072,-0.02,-0.19,0.03
-7.15E+00,-0.072,-0.12,-0.19,-0.39
-7.14E+00,-0.072,-0.02,-0.19,0.03
-7.14E+00,-0.072,-0.124,-0.19,-0.39
-7.13E+00,-0.072,-0.024,-0.19,0.03
-7.12E+00,-0.072,-0.116,-0.19,-0.39
-7.11E+00,-0.072,-0.016,-0.19,0.01
-7.10E+00,-0.072,-0.124,-0.19,-0.39
-7.10E+00,-0.072,-0.028,-0.19,0.03
-7.09E+00,-0.072,-0.116,-0.19,-0.39
-7.08E+00,-0.072,-0.016,-0.19,0.03
-7.07E+00,-0.072,-0.12,-0.19,-0.39
-7.07E+00,-0.072,-0.032,-0.19,0.03
-7.06E+00,-0.072,-0.124,-0.19,-0.39
-7.05E+00,-0.068,-0.016,-0.19,0.03
-7.04E+00,-0.068,-0.116,-0.19,-0.39
-7.04E+00,-0.068,-0.028,-0.19,0.03
-7.03E+00,-0.068,-0.124,-0.19,-0.39
-7.02E+00,-0.068,-0.02,-0.19,0.03
-7.01E+00,-0.068,-0.116,-0.19,-0.39
-7.00E+00,-0.068,-0.024,-0.19,0.01
-7.00E+00,-0.068,-0.12,-0.19,-0.39
-6.99E+00,-0.068,-0.028,-0.19,0.03
-6.98E+00,-0.068,-0.116,-0.19,-0.39
-6.97E+00,-0.068,-0.02,-0.19,0.03
-6.97E+00,-0.068,-0.12,-0.19,-0.39
-6.96E+00,-0.068,-0.024,-0.19,0.03
-6.95E+00,-0.068,-0.116,-0.19,-0.37
-6.94E+00,-0.068,-0.02,-0.17,0.03
-6.94E+00,-0.068,-0.124,-0.17,-0.37
-6.93E+00,-0.068,-0.024,-0.17,0.03
-6.92E+00,-0.068,-0.12,-0.19,-0.37
-6.91E+00,-0.068,-0.028,-0.17,0.03
-6.90E+00,-0.068,-0.12,-0.17,-0.37
-6.90E+00,-0.068,-0.016,-0.17,0.03
-6.89E+00,-0.068,-0.124,-0.17,-0.37
-6.88E+00,-0.068,-0.024,-0.17,0.03
-6.87E+00,-0.068,-0.116,-0.17,-0.39
-6.87E+00,-0.068,-0.016,-0.17,0.03
-6.86E+00,-0.068,-0.124,-0.17,-0.37
-6.85E+00,-0.068,-0.024,-0.17,0.03
-6.84E+00,-0.068,-0.116,-0.17,-0.37
-6.84E+00,-0.068,-0.016,-0.17,0.03
-6.83E+00,-0.068,-0.12,-0.17,-0.37
-6.82E+00,-0.068,-0.02,-0.17,0.03
-6.81E+00,-0.068,-0.112,-0.17,-0.37
-6.80E+00,-0.068,-0.016,-0.17,0.03
-6.80E+00,-0.068,-0.12,-0.17,-0.37
-6.79E+00,-0.068,-0.016,-0.17,0.03
-6.78E+00,-0.068,-0.112,-0.17,-0.37
-6.77E+00,-0.068,-0.024,-0.17,0.03
-6.77E+00,-0.068,-0.116,-0.17,-0.37
-6.76E+00,-0.068,-0.016,-0.17,0.03
-6.75E+00,-0.068,-0.12,-0.17,-0.37
-6.74E+00,-0.068,-0.024,-0.17,0.03
-6.74E+00,-0.068,-0.116,-0.17,-0.37
-6.73E+00,-0.068,-0.016,-0.17,0.03
-6.72E+00,-0.068,-0.12,-0.17,-0.37
-6.71E+00,-0.068,-0.024,-0.17,0.03
-6.71E+00,-0.068,-0.116,-0.17,-0.37
-6.70E+00,-0.068,-0.016,-0.17,0.03
-6.69E+00,-0.068,-0.116,-0.17,-0.37
-6.68E+00,-0.068,-0.028,-0.17,0.03
-6.67E+00,-0.068,-0.12,-0.17,-0.37
-6.67E+00,-0.068,-0.016,-0.17,0.03
-6.66E+00,-0.068,-0.112,-0.17,-0.37
-6.65E+00,-0.068,-0.024,-0.17,0.03
-6.64E+00,-0.068,-0.12,-0.17,-0.37
-6.64E+00,-0.068,-0.016,-0.17,0.03
-6.63E+00,-0.068,-0.112,-0.17,-0.37
-6.62E+00,-0.068,-0.016,-0.17,0.03
-6.61E+00,-0.068,-0.12,-0.17,-0.37
-6.61E+00,-0.068,-0.024,-0.17,0.03
-6.60E+00,-0.068,-0.112,-0.17,-0.37
-6.59E+00,-0.068,-0.016,-0.17,0.03
-6.58E+00,-0.068,-0.116,-0.17,-0.37
-6.57E+00,-0.068,-0.024,-0.17,0.03
-6.57E+00,-0.068,-0.12,-0.17,-0.37
-6.56E+00,-0.068,-0.016,-0.17,0.03
-6.55E+00,-0.068,-0.116,-0.17,-0.37
-6.54E+00,-0.068,-0.024,-0.17,0.03
-6.54E+00,-0.064,-0.12,-0.17,-0.37
-6.53E+00,-0.064,-0.024,-0.17,0.03
-6.52E+00,-0.064,-0.116,-0.19,-0.37
-6.51E+00,-0.064,-0.016,-0.19,0.03
-6.51E+00,-0.064,-0.12,-0.19,-0.39
-6.50E+00,-0.064,-0.024,-0.19,0.03
-6.49E+00,-0.064,-0.116,-0.19,-0.37
-6.48E+00,-0.064,-0.016,-0.19,0.03
-6.47E+00,-0.064,-0.12,-0.19,-0.39
-6.47E+00,-0.064,-0.02,-0.19,0.03
-6.46E+00,-0.064,-0.112,-0.19,-0.39
-6.45E+00,-0.064,-0.016,-0.19,0.03
-6.44E+00,-0.064,-0.12,-0.19,-0.37
-6.44E+00,-0.064,-0.016,-0.19,0.03
-6.43E+00,-0.064,-0.112,-0.17,-0.37
-6.42E+00,-0.064,-0.016,-0.19,0.03
-6.41E+00,-0.064,-0.12,-0.17,-0.39
-6.41E+00,-0.064,-0.012,-0.19,0.03
-6.40E+00,-0.064,-0.116,-0.19,-0.39
